"datazone","HO.allhouseholds","HO.council","HO.employ","HO.other","HO.ownmortloan","HO.ownoutright","HO.percown","HO.percpriv","HO.percsocial","HO.privlet","HO.relative","HO.sharedown","HO.social","year"
"S01005495",268,45,1,1,82,112,72.76,8.96,18.28,11,11,1,4,2001
"S01005496",383,46,3,1,126,181,80.16,7.57,12.27,15,10,0,1,2001
"S01005497",208,1,0,1,102,97,96.15,3.37,0.48,5,1,1,0,2001
"S01005498",388,101,3,2,101,118,56.7,9.02,34.28,23,7,1,32,2001
"S01005499",277,179,2,0,50,39,32.49,2.53,64.98,5,0,1,1,2001
"S01005500",298,92,16,2,119,60,60.07,7.72,32.21,4,1,0,4,2001
"S01005501",309,63,3,1,124,101,73.14,6.15,20.71,10,5,1,1,2001
"S01005502",415,125,5,0,105,139,60.48,6.99,32.53,16,8,7,10,2001
"S01005503",268,94,6,0,67,73,58.58,4.85,36.57,6,1,17,4,2001
"S01005504",335,87,3,2,94,102,58.81,14.33,26.87,32,11,1,3,2001
"S01005505",296,153,3,1,58,64,41.55,5.74,52.7,9,4,1,3,2001
"S01005506",429,144,10,3,112,101,49.88,13.52,36.6,35,10,1,13,2001
"S01005507",253,103,5,1,56,65,48.62,10.67,40.71,16,5,2,0,2001
"S01005508",328,80,0,1,89,51,49.7,3.96,46.34,11,1,23,72,2001
"S01005509",240,34,0,1,113,63,75.83,9.17,15,16,5,6,2,2001
"S01005510",235,6,2,0,116,97,91.06,6.38,2.55,10,3,1,0,2001
"S01005511",236,11,4,1,71,88,67.37,27.54,5.08,42,18,0,1,2001
"S01005512",263,36,2,4,60,112,65.4,18.63,15.97,32,11,0,6,2001
"S01005513",290,78,0,1,90,94,63.79,6.21,30,12,5,1,9,2001
"S01005514",224,32,0,0,83,89,77.23,7.59,15.18,12,5,1,2,2001
"S01005515",204,27,3,1,62,93,77.45,3.92,18.63,1,3,3,11,2001
"S01005516",204,25,0,0,63,105,82.35,5.39,12.25,5,6,0,0,2001
"S01005517",361,138,10,6,91,92,50.69,10.8,38.5,15,8,0,1,2001
"S01005518",386,111,10,5,113,102,56.22,11.4,32.38,21,8,2,14,2001
"S01005519",281,75,1,4,40,103,51.96,13.52,34.52,17,16,3,22,2001
"S01005520",417,69,0,6,101,166,64.27,19.18,16.55,63,11,1,0,2001
"S01005521",363,73,21,11,68,143,58.4,18.73,22.87,25,11,1,10,2001
"S01005522",283,53,26,3,61,97,55.83,22.97,21.2,32,4,0,7,2001
"S01005523",362,39,20,6,82,167,69.06,20.17,10.77,37,10,1,0,2001
"S01005524",301,27,10,2,70,146,71.76,16.94,11.3,32,7,0,7,2001
"S01005525",295,86,0,0,110,86,66.78,3.73,29.49,6,5,1,1,2001
"S01005526",306,165,0,0,84,43,41.5,3.27,55.23,9,1,0,4,2001
"S01005527",251,142,0,0,62,36,39.44,3.98,56.57,10,0,1,0,2001
"S01005528",273,29,2,0,106,104,76.92,12.45,10.62,28,4,0,0,2001
"S01005529",371,167,0,1,114,84,53.37,1.62,45.01,4,1,0,0,2001
"S01005530",313,195,1,0,59,43,33.55,2.88,63.58,5,3,3,4,2001
"S01005531",278,2,1,1,116,111,81.65,17.27,1.08,36,10,0,1,2001
"S01005532",359,50,0,1,136,140,76.88,9.19,13.93,28,4,0,0,2001
"S01005533",358,84,1,1,88,146,65.36,2.79,31.84,4,4,0,30,2001
"S01005534",316,68,0,2,111,102,68.04,10.13,21.84,22,8,2,1,2001
"S01005535",359,139,8,1,93,68,45.13,11.14,43.73,25,6,1,18,2001
"S01005536",362,26,12,1,150,133,78.18,11.6,10.22,21,8,0,11,2001
"S01005537",305,76,5,0,87,72,53.11,19.02,27.87,50,3,3,9,2001
"S01005538",357,40,4,1,138,126,73.95,13.17,12.89,37,5,0,6,2001
"S01005539",393,56,22,4,107,128,60.56,24.68,14.76,55,16,3,2,2001
"S01005540",356,156,1,1,110,59,48.03,7.58,44.38,21,4,2,2,2001
"S01005541",303,120,0,1,109,54,54.13,5.94,39.93,14,3,1,1,2001
"S01005542",338,98,1,0,129,73,60.06,1.78,38.17,2,3,1,31,2001
"S01005543",342,96,2,0,117,88,60.82,11.11,28.07,32,4,3,0,2001
"S01005544",323,113,0,1,119,60,55.42,9.6,34.98,25,5,0,0,2001
"S01005545",319,87,0,0,120,100,68.97,3.13,27.9,9,1,0,2,2001
"S01005546",270,51,9,2,80,82,60,20.74,19.26,42,3,0,1,2001
"S01005547",293,49,6,1,113,92,69.97,13.31,16.72,30,2,0,0,2001
"S01005548",333,9,21,3,135,141,82.88,12.91,4.2,18,1,0,5,2001
"S01005549",382,40,3,0,206,122,85.86,3.4,10.73,7,3,0,1,2001
"S01005550",253,2,3,1,100,141,95.26,3.95,0.79,1,5,0,0,2001
"S01005551",388,1,1,0,187,194,98.2,1.55,0.26,5,0,0,0,2001
"S01005552",311,2,1,2,156,145,96.78,2.57,0.64,4,1,0,0,2001
"S01005553",326,4,2,2,148,158,93.87,4.91,1.23,8,4,0,0,2001
"S01005554",304,3,0,0,143,152,97.04,1.97,0.99,2,4,0,0,2001
"S01005555",266,1,5,1,120,136,96.24,3.38,0.38,1,2,0,0,2001
"S01005556",254,3,0,0,131,109,96.06,2.76,1.18,7,0,4,0,2001
"S01005557",285,109,0,0,128,40,59.3,1.75,38.95,5,0,1,2,2001
"S01005558",321,2,0,0,128,189,98.75,0.62,0.62,0,2,0,0,2001
"S01005559",255,130,1,0,106,8,44.71,3.53,51.76,4,4,0,2,2001
"S01005560",269,110,0,0,117,27,53.53,4.83,41.64,8,5,0,2,2001
"S01005561",343,5,0,0,221,102,94.17,3.5,2.33,8,4,0,3,2001
"S01005562",400,3,0,1,151,237,97,2.25,0.75,4,4,0,0,2001
"S01005563",389,145,0,0,149,77,58.61,1.29,40.1,5,0,2,11,2001
"S01005564",311,3,2,1,128,171,96.78,2.25,0.96,3,1,2,0,2001
"S01005565",248,4,0,0,116,124,96.77,1.61,1.61,0,4,0,0,2001
"S01005566",260,71,0,0,114,50,63.08,3.85,33.08,9,1,0,15,2001
"S01005567",490,114,2,1,198,150,71.43,4.9,23.67,17,4,2,2,2001
"S01005568",255,88,1,1,109,49,62.35,2.75,34.9,4,1,1,1,2001
"S01005569",271,7,0,0,169,93,96.68,0,3.32,0,0,0,2,2001
"S01005570",319,38,0,0,171,87,80.88,2.82,16.3,5,4,0,14,2001
"S01005571",264,3,0,0,192,62,96.21,2.65,1.14,7,0,0,0,2001
"S01005572",335,2,1,0,143,174,94.63,4.48,0.9,4,10,0,1,2001
"S01005573",308,38,1,1,158,81,77.6,5.19,17.21,10,4,0,15,2001
"S01005574",373,85,1,0,168,96,71.31,3.22,25.47,5,6,2,10,2001
"S01005575",280,2,0,1,170,105,98.21,1.07,0.71,1,1,0,0,2001
"S01005576",348,26,4,1,107,154,75,11.78,13.22,34,2,0,20,2001
"S01005577",343,3,0,3,138,178,92.13,7,0.87,20,1,0,0,2001
"S01005578",425,103,0,1,174,117,68.71,4,27.29,10,6,1,13,2001
"S01005579",320,4,7,1,147,138,89.06,9.38,1.56,19,3,0,1,2001
"S01005580",265,4,0,0,82,167,94.34,3.4,2.26,8,1,1,2,2001
"S01005581",373,48,0,4,118,122,66.76,4.29,28.95,9,3,9,60,2001
"S01005582",354,1,0,3,149,152,85.03,7.91,7.06,19,6,0,24,2001
"S01005583",280,14,2,0,107,143,89.29,5.71,5,13,1,0,0,2001
"S01005584",219,1,1,1,139,72,96.35,3.2,0.46,5,0,0,0,2001
"S01005585",501,94,3,2,118,134,50.3,23.15,26.55,102,9,0,39,2001
"S01005586",375,4,5,1,114,170,75.73,23.2,1.07,74,7,0,0,2001
"S01005587",423,119,1,0,180,104,67.85,3.78,28.37,12,3,3,1,2001
"S01005588",395,221,1,1,86,69,39.49,3.54,56.96,11,1,1,4,2001
"S01005589",455,10,2,1,187,131,70.33,26.81,2.86,113,6,2,3,2001
"S01005590",479,240,0,0,92,76,35.7,8.98,55.32,35,8,3,25,2001
"S01005591",464,190,3,1,153,87,51.72,6.9,41.38,23,5,0,2,2001
"S01005592",285,175,0,0,60,27,30.88,6.32,62.81,14,4,1,4,2001
"S01005593",309,123,0,3,84,73,51.13,2.59,46.28,2,3,1,20,2001
"S01005594",518,216,1,2,143,77,42.66,14.48,42.86,61,11,1,6,2001
"S01005595",323,221,0,0,58,37,29.72,1.24,69.04,3,1,1,2,2001
"S01005596",237,118,0,0,73,36,46.41,0.84,52.74,2,0,1,7,2001
"S01005597",462,174,3,0,165,103,58.01,4.33,37.66,14,3,0,0,2001
"S01005598",503,247,3,1,131,77,41.35,9.15,49.5,34,8,0,2,2001
"S01005599",276,129,0,0,91,49,51.45,1.45,47.1,3,1,2,1,2001
"S01005600",374,249,1,0,65,44,29.14,2.94,67.91,9,1,0,5,2001
"S01005601",324,85,0,0,147,74,68.52,4.32,27.16,12,2,1,3,2001
"S01005602",334,192,1,0,84,45,38.92,2.99,58.08,7,2,1,2,2001
"S01005603",210,78,0,1,79,18,46.67,1.9,51.43,3,0,1,30,2001
"S01005604",231,123,0,0,60,35,41.13,4.33,54.55,7,3,0,3,2001
"S01005605",490,106,1,0,220,133,72.04,5.51,22.45,18,8,0,4,2001
"S01005606",302,72,1,1,134,76,69.54,6.29,24.17,14,3,0,1,2001
"S01005607",290,6,0,1,127,107,84.83,5.52,9.66,13,2,12,22,2001
"S01005608",360,22,0,1,226,100,90.56,3.33,6.11,8,3,0,0,2001
"S01005609",378,76,0,1,207,72,74.07,5.82,20.11,16,5,1,0,2001
"S01005610",248,15,0,2,119,98,87.5,6.45,6.05,9,5,0,0,2001
"S01005611",316,187,10,2,57,36,30.06,8.23,61.71,10,4,2,8,2001
"S01005612",327,2,0,1,263,29,94.19,5.2,0.61,15,1,16,0,2001
"S01005613",399,117,0,1,174,96,67.67,3.01,29.32,8,3,0,0,2001
"S01005614",325,108,0,3,132,61,60,6.15,33.85,16,1,2,2,2001
"S01005615",466,111,0,0,199,130,70.6,5.36,24.03,17,8,0,1,2001
"S01005616",290,40,0,3,132,65,71.03,2.41,26.55,3,1,9,37,2001
"S01005617",340,116,14,7,124,63,55.29,10.29,34.41,10,4,1,1,2001
"S01005618",315,137,1,1,72,51,44.13,2.22,53.65,4,1,16,32,2001
"S01005619",232,9,0,0,170,48,93.97,2.16,3.88,3,2,0,0,2001
"S01005620",244,34,1,1,89,97,77.05,4.92,18.03,8,2,2,10,2001
"S01005621",283,93,0,0,92,73,60.78,1.77,37.46,4,1,7,13,2001
"S01005622",404,12,0,0,176,205,94.8,2.23,2.97,4,5,2,0,2001
"S01005623",346,80,2,0,156,95,73.12,3.18,23.7,6,3,2,2,2001
"S01005624",353,2,1,2,179,160,96.32,3.12,0.57,4,4,1,0,2001
"S01005625",377,28,1,0,179,161,90.45,2.12,7.43,4,3,1,0,2001
"S01005626",340,118,0,1,155,50,60.59,4.71,34.71,8,7,1,0,2001
"S01005627",291,39,0,0,117,129,84.54,1.72,13.75,3,2,0,1,2001
"S01005628",413,117,0,0,145,104,63.44,5.33,31.23,18,4,13,12,2001
"S01005629",345,1,1,2,151,177,95.07,4.64,0.29,10,3,0,0,2001
"S01005630",288,13,1,0,123,112,81.6,13.89,4.51,30,9,0,0,2001
"S01005631",319,90,0,1,114,86,63.01,8.46,28.53,22,4,1,1,2001
"S01005632",281,8,2,1,110,123,82.92,14.23,2.85,27,10,0,0,2001
"S01005633",356,107,1,1,143,83,63.48,6.18,30.34,19,1,0,1,2001
"S01005634",345,6,1,0,196,132,95.07,2.9,2.03,6,3,0,1,2001
"S01005635",337,1,1,1,171,149,95.25,4.45,0.3,8,5,1,0,2001
"S01005636",411,9,1,0,176,192,89.54,3.89,6.57,10,5,0,18,2001
"S01005637",396,66,3,2,175,116,73.74,9.34,16.92,28,4,1,1,2001
"S01005638",439,30,3,2,199,180,86.33,6.83,6.83,22,3,0,0,2001
"S01005639",303,159,0,0,88,49,45.87,0.99,53.14,2,1,2,2,2001
"S01005640",217,38,4,0,89,66,71.89,10.6,17.51,15,4,1,0,2001
"S01005641",373,76,7,4,122,109,61.93,14.75,23.32,35,9,0,11,2001
"S01005642",307,2,4,0,124,166,94.46,4.89,0.65,8,3,0,0,2001
"S01005643",269,14,3,1,123,116,88.85,5.58,5.58,8,3,0,1,2001
"S01005644",266,0,0,0,106,155,98.5,1.5,0,3,1,1,0,2001
"S01005645",373,11,1,0,175,169,92.23,3.75,4.02,9,4,0,4,2001
"S01005646",485,49,7,2,157,137,60.62,24.12,15.26,91,17,0,25,2001
"S01005647",348,34,5,0,126,134,74.71,9.77,15.52,26,3,0,20,2001
"S01005648",324,55,0,0,152,111,81.17,1.85,16.98,4,2,0,0,2001
"S01005649",487,116,3,3,182,115,61.19,14.78,24.02,58,8,1,1,2001
"S01005650",261,135,0,1,72,40,44.83,3.45,51.72,4,4,5,0,2001
"S01005651",423,95,0,1,169,86,61.47,16.08,22.46,56,11,5,0,2001
"S01005652",271,27,2,1,128,90,81.55,7.75,10.7,12,6,3,2,2001
"S01005653",349,105,0,0,160,59,62.75,2.01,35.24,5,2,0,18,2001
"S01005654",367,90,0,0,169,76,71.39,3.27,25.34,7,5,17,3,2001
"S01005655",389,25,11,2,193,127,82.52,10.8,6.68,26,3,1,1,2001
"S01005656",334,151,0,0,72,67,43.41,4.79,51.8,12,4,6,22,2001
"S01005657",268,83,0,0,116,58,64.93,3.36,31.72,4,5,0,2,2001
"S01005658",318,2,0,0,210,104,98.74,0.63,0.63,1,1,0,0,2001
"S01005659",327,2,1,1,221,97,97.25,1.83,0.92,3,1,0,1,2001
"S01005660",275,107,0,1,123,35,57.82,3.27,38.91,6,2,1,0,2001
"S01005661",275,0,1,0,205,52,93.82,6.18,0,15,1,1,0,2001
"S01005662",220,0,0,2,137,78,97.73,1.82,0.45,1,1,0,1,2001
"S01005663",254,13,0,0,113,124,93.31,1.18,5.51,2,1,0,1,2001
"S01005664",211,0,0,0,151,56,98.58,1.42,0,3,0,1,0,2001
"S01005665",191,2,0,0,134,47,94.76,4.19,1.05,8,0,0,0,2001
"S01005666",389,160,1,1,123,82,53.21,5.66,41.13,15,5,2,0,2001
"S01005667",315,56,0,0,143,108,79.68,1.59,18.73,2,3,0,3,2001
"S01005668",329,57,1,2,155,81,72.04,5.17,22.8,11,3,1,18,2001
"S01005669",267,44,13,4,97,82,67.79,15.73,16.48,21,4,2,0,2001
"S01005670",280,54,7,4,88,80,60.36,16.07,23.57,31,3,1,12,2001
"S01005671",204,28,13,3,54,59,55.88,23.53,20.59,30,2,1,14,2001
"S01005672",349,106,0,1,74,40,32.95,2.01,65.04,6,0,1,121,2001
"S01005673",270,36,11,2,95,87,67.41,18.52,14.07,34,3,0,2,2001
"S01005674",394,130,5,4,150,63,54.57,9.64,35.79,24,5,2,11,2001
"S01005675",427,277,2,7,70,44,26.93,4.92,68.15,11,1,1,14,2001
"S01005676",359,181,0,0,105,59,45.96,1.95,52.09,5,2,1,6,2001
"S01005677",311,31,13,2,123,115,76.85,13.18,9.97,21,5,1,0,2001
"S01005678",337,34,1,0,135,122,81.01,3.86,15.13,7,5,16,17,2001
"S01005679",322,91,2,1,115,89,63.66,3.73,32.61,4,5,1,14,2001
"S01005680",232,10,2,1,110,96,88.79,5.17,6.03,7,2,0,4,2001
"S01005681",448,95,1,1,128,151,62.28,6.7,31.03,18,10,0,44,2001
"S01005682",310,21,3,3,114,131,79.35,13.23,7.42,27,8,1,2,2001
"S01005683",377,260,0,0,80,31,29.71,0,70.29,0,0,1,5,2001
"S01005684",375,175,0,0,119,71,50.93,1.87,47.2,4,3,1,2,2001
"S01005685",234,7,5,1,101,111,91.03,5.98,2.99,7,1,1,0,2001
"S01005686",301,51,3,2,100,83,61.13,9.63,29.24,21,3,1,37,2001
"S01005687",209,9,2,2,95,77,82.3,12.44,5.26,15,7,0,2,2001
"S01005688",335,65,1,2,176,79,76.12,4.48,19.4,8,4,0,0,2001
"S01005689",191,11,5,0,82,70,80.1,14.14,5.76,21,1,1,0,2001
"S01005690",323,72,4,0,132,94,69.97,7.74,22.29,16,5,0,0,2001
"S01005691",257,42,2,0,116,78,75.49,6.61,17.9,12,3,0,4,2001
"S01005692",252,57,3,2,98,58,62.3,7.14,30.56,11,2,1,20,2001
"S01005693",304,0,6,3,148,124,89.8,9.87,0.33,15,6,1,1,2001
"S01005694",231,132,0,0,78,19,41.99,0.87,57.14,2,0,0,0,2001
"S01005695",235,59,2,2,73,50,52.77,5.53,41.7,8,1,1,39,2001
"S01005696",253,67,0,1,118,65,72.33,0.79,26.88,1,0,0,1,2001
"S01005697",315,181,0,0,81,29,34.92,1.9,63.17,4,2,0,18,2001
"S01005698",233,20,0,0,141,53,84.12,4.29,11.59,8,2,2,7,2001
"S01005699",448,109,2,0,115,138,57.37,8.26,34.38,28,7,4,45,2001
"S01005700",206,12,0,0,141,43,89.32,4.85,5.83,7,3,0,0,2001
"S01005701",326,156,0,0,69,29,33.44,1.53,65.03,5,0,11,56,2001
"S01005702",316,83,0,1,89,79,56.65,4.75,38.61,10,4,11,39,2001
"S01005703",227,1,0,0,149,76,99.12,0,0.88,0,0,0,1,2001
"S01005704",319,159,2,1,105,42,47.34,2.19,50.47,3,1,4,2,2001
"S01005705",225,29,3,0,74,101,78.22,8.89,12.89,12,5,1,0,2001
"S01005706",308,11,1,1,162,127,93.83,2.6,3.57,3,3,0,0,2001
"S01005707",282,101,0,1,84,54,48.94,5.32,45.74,11,3,0,28,2001
"S01005708",346,106,0,0,127,95,64.45,4.34,31.21,11,4,1,2,2001
"S01005709",354,152,0,0,143,51,55.08,1.98,42.94,5,2,1,0,2001
"S01005710",224,11,0,2,159,47,91.96,3.12,4.91,4,1,0,0,2001
"S01005711",383,8,2,2,180,158,88.51,9.4,2.09,24,8,1,0,2001
"S01005712",251,111,0,0,106,28,53.78,1.99,44.22,1,4,1,0,2001
"S01005713",285,31,0,1,114,134,87.02,2.11,10.88,2,3,0,0,2001
"S01005714",356,25,0,1,172,135,86.52,6.46,7.02,10,12,1,0,2001
"S01005715",342,114,0,0,132,88,64.62,1.75,33.63,5,1,1,1,2001
"S01005716",233,2,0,0,99,127,97,0.86,2.15,2,0,0,3,2001
"S01005717",221,17,1,1,122,73,88.69,3.62,7.69,5,1,1,0,2001
"S01005718",419,28,2,1,159,123,69.69,20.53,9.79,75,8,10,13,2001
"S01005719",200,14,2,0,96,80,88,5,7,6,2,0,0,2001
"S01005720",269,6,0,0,153,102,94.8,2.6,2.6,5,2,0,1,2001
"S01005721",350,208,0,2,84,45,37.71,2.86,59.43,7,1,3,0,2001
"S01005722",201,18,0,0,127,53,89.55,1.49,8.96,2,1,0,0,2001
"S01005723",324,105,0,0,140,73,65.74,1.85,32.41,2,4,0,0,2001
"S01005724",226,5,0,1,147,70,96.02,1.33,2.65,1,1,0,1,2001
"S01005725",274,43,0,1,140,81,80.66,3.65,15.69,7,2,0,0,2001
"S01005726",342,88,5,1,149,86,68.71,4.97,26.32,3,8,0,2,2001
"S01005727",229,43,1,0,98,74,75.11,5.68,19.21,8,4,0,1,2001
"S01005728",300,97,0,0,149,49,66.33,0.67,33,1,1,1,2,2001
"S01005729",265,123,0,1,95,43,52.45,1.13,46.42,1,1,1,0,2001
"S01005730",326,159,3,2,97,55,47.24,3.99,48.77,5,3,2,0,2001
"S01005731",287,121,0,1,82,54,47.39,1.74,50.87,2,2,0,25,2001
"S01005732",422,198,0,1,107,72,44.31,1.9,53.79,3,4,8,29,2001
"S01005733",321,52,0,0,196,70,82.87,0.62,16.51,0,2,0,1,2001
"S01005734",282,67,0,0,122,80,71.99,3.9,24.11,6,5,1,1,2001
"S01005735",284,3,0,0,228,49,97.54,1.41,1.06,4,0,0,0,2001
"S01005736",314,39,1,1,150,111,83.44,4.14,12.42,6,5,1,0,2001
"S01005737",314,108,0,0,142,54,63.06,1.59,35.35,4,1,2,3,2001
"S01005738",328,157,1,0,100,55,47.87,3.35,48.78,8,2,2,3,2001
"S01005739",265,8,1,1,178,60,90.19,6.42,3.4,10,5,1,1,2001
"S01005740",294,26,9,4,110,94,69.39,20.75,9.86,40,8,0,3,2001
"S01005741",381,68,0,1,172,123,77.43,4.46,18.11,14,2,0,1,2001
"S01005742",324,61,1,0,130,110,75,5.86,19.14,13,5,3,1,2001
"S01005743",231,6,3,0,164,50,92.64,4.76,2.6,7,1,0,0,2001
"S01005744",364,130,0,1,156,59,59.07,2.47,38.46,6,2,0,10,2001
"S01005745",389,151,1,1,156,71,58.61,2.06,39.33,5,1,1,2,2001
"S01005746",306,32,0,1,167,98,86.6,2.61,10.78,6,1,0,1,2001
"S01005747",343,71,0,0,173,96,78.72,0.58,20.7,2,0,1,0,2001
"S01005748",274,167,0,0,73,28,37.23,0,62.77,0,0,1,5,2001
"S01005749",323,33,1,0,176,96,84.21,5.26,10.53,10,6,0,1,2001
"S01005750",305,102,0,0,127,74,65.9,0.33,33.77,0,1,0,1,2001
"S01005751",297,77,1,1,156,57,72.05,1.68,26.26,1,2,1,1,2001
"S01005752",312,208,0,2,78,18,30.77,1.92,67.31,3,1,0,2,2001
"S01005753",283,95,0,0,124,59,64.66,1.77,33.57,5,0,0,0,2001
"S01005754",381,41,2,0,199,111,81.36,6.04,12.6,18,3,0,7,2001
"S01005755",355,188,0,0,100,56,45.07,1.13,53.8,2,2,4,3,2001
"S01005756",371,191,0,0,92,39,36.39,0.81,62.8,1,2,4,42,2001
"S01005757",249,170,0,0,55,17,29.72,0.4,69.88,1,0,2,4,2001
"S01005758",363,152,0,0,152,55,57.02,0.83,42.15,1,2,0,1,2001
"S01005759",395,228,1,0,131,28,40.51,1.27,58.23,2,2,1,2,2001
"S01005760",235,8,0,1,144,76,93.62,2.98,3.4,3,3,0,0,2001
"S01005761",293,17,1,0,188,80,91.47,2.73,5.8,5,2,0,0,2001
"S01005762",342,193,0,0,105,36,42.4,0.58,57.02,1,1,4,2,2001
"S01005763",308,7,4,1,178,111,94.16,3.57,2.27,2,4,1,0,2001
"S01005764",267,147,0,0,72,41,43.07,1.12,55.81,3,0,2,2,2001
"S01005765",375,202,1,3,115,42,41.87,2.67,55.47,4,2,0,6,2001
"S01005766",304,14,6,2,142,114,84.21,9.21,6.58,16,4,0,6,2001
"S01005767",263,2,0,0,197,56,96.2,3.04,0.76,7,1,0,0,2001
"S01005768",379,152,1,1,140,59,52.51,6.07,41.42,18,3,0,5,2001
"S01005769",345,129,0,0,137,65,58.84,2.61,38.55,6,3,1,4,2001
"S01005770",321,109,2,1,90,56,47.35,4.98,47.66,9,4,6,44,2001
"S01005771",294,2,0,1,178,111,98.3,1.02,0.68,1,1,0,0,2001
"S01005772",299,2,0,1,166,123,96.99,2.34,0.67,1,5,1,0,2001
"S01005773",310,20,0,0,217,69,92.26,1.29,6.45,2,2,0,0,2001
"S01005774",267,107,0,0,110,47,58.8,0.75,40.45,0,2,0,1,2001
"S01005775",382,143,0,0,146,78,59.16,2.62,38.22,7,3,2,3,2001
"S01005776",294,2,0,1,154,129,96.94,2.04,1.02,2,3,2,1,2001
"S01005777",241,90,0,0,97,51,61.41,0.83,37.76,1,1,0,1,2001
"S01005778",336,165,0,2,101,58,47.32,2.68,50,4,3,0,3,2001
"S01005779",292,18,2,3,159,79,81.51,12.33,6.16,25,6,0,0,2001
"S01005780",220,3,0,0,185,31,98.18,0.45,1.36,1,0,0,0,2001
"S01005781",393,40,0,1,173,135,78.37,8.65,12.98,24,9,0,11,2001
"S01005782",384,161,0,0,133,73,54.69,2.6,42.71,9,1,4,3,2001
"S01005783",198,54,0,1,97,37,67.68,4.04,28.28,5,2,0,2,2001
"S01005784",170,2,0,1,151,12,96.47,2.35,1.18,2,1,1,0,2001
"S01005785",290,4,0,0,235,50,98.28,0.34,1.38,0,1,0,0,2001
"S01005786",248,85,0,0,126,29,62.5,2.02,35.48,4,1,0,3,2001
"S01005787",265,47,0,0,188,25,80.38,0.75,18.87,2,0,0,3,2001
"S01005788",262,88,0,0,101,62,62.21,3.82,33.97,7,3,0,1,2001
"S01005789",329,73,0,0,217,27,75.38,1.82,22.8,3,3,4,2,2001
"S01005790",203,45,0,0,131,22,75.37,1.48,23.15,3,0,0,2,2001
"S01005791",211,25,0,0,134,41,82.94,1.9,15.17,2,2,0,7,2001
"S01005792",292,51,0,0,138,19,53.77,2.4,43.84,6,1,0,77,2001
"S01005793",185,41,0,0,118,23,76.76,1.08,22.16,1,1,1,0,2001
"S01005794",408,13,0,1,222,161,94.12,2.45,3.43,3,6,1,1,2001
"S01005795",271,66,0,0,172,25,73.43,1.48,25.09,4,0,2,2,2001
"S01005796",224,39,2,1,97,81,79.46,2.68,17.86,2,1,0,1,2001
"S01005797",282,1,0,0,235,43,98.94,0.71,0.35,2,0,1,0,2001
"S01005798",265,109,0,1,118,22,53.58,2.64,43.77,6,0,2,7,2001
"S01005799",313,101,0,0,163,29,61.34,2.88,35.78,7,2,0,11,2001
"S01005800",293,60,0,1,130,71,69.62,4.78,25.6,9,4,3,15,2001
"S01005801",246,118,0,0,105,20,50.81,0.81,48.37,2,0,0,1,2001
"S01005802",247,11,8,1,103,96,81.78,13.77,4.45,14,11,3,0,2001
"S01005803",264,100,1,0,125,32,59.47,1.89,38.64,2,2,0,2,2001
"S01005804",245,69,0,0,121,41,66.53,4.49,28.98,9,2,1,2,2001
"S01005805",205,27,0,0,152,24,86.34,0.49,13.17,0,1,1,0,2001
"S01005806",290,165,0,0,78,36,39.31,3.45,57.24,8,2,0,1,2001
"S01005807",337,100,0,2,172,20,56.97,3.56,39.47,9,1,0,33,2001
"S01005808",286,103,0,1,144,27,60.14,2.8,37.06,4,3,1,3,2001
"S01005809",189,36,0,0,127,19,77.25,2.12,20.63,3,1,0,3,2001
"S01005810",210,84,0,1,96,25,57.62,1.9,40.48,3,0,0,1,2001
"S01005811",233,69,1,0,114,38,65.67,3.86,30.47,7,1,1,2,2001
"S01005812",246,50,0,0,183,8,78.46,1.22,20.33,2,1,2,0,2001
"S01005813",324,79,0,0,165,46,65.12,2.16,32.72,5,2,0,27,2001
"S01005814",291,148,0,0,106,30,47.42,1.03,51.55,2,1,2,2,2001
"S01005815",408,127,0,0,194,78,66.67,1.23,32.11,2,3,0,4,2001
"S01005816",321,94,1,0,153,64,67.6,2.8,29.6,6,2,0,1,2001
"S01005817",203,4,1,0,160,32,95.07,2.96,1.97,4,1,1,0,2001
"S01005818",263,1,1,0,225,36,99.24,0.38,0.38,0,0,0,0,2001
"S01005819",293,143,0,1,114,29,49.49,1.71,48.81,4,0,2,0,2001
"S01005820",313,84,0,0,156,50,66.13,6.07,27.8,16,3,1,3,2001
"S01005821",222,63,0,0,126,30,70.27,0.9,28.83,2,0,0,1,2001
"S01005822",378,71,0,0,220,64,75.4,5.03,19.58,17,2,1,3,2001
"S01005823",228,56,0,0,98,36,59.21,0,40.79,0,0,1,37,2001
"S01005824",249,5,0,0,193,50,97.99,0,2.01,0,0,1,0,2001
"S01005825",344,94,0,0,156,87,70.64,2.03,27.33,5,2,0,0,2001
"S01005826",319,3,0,0,241,73,98.43,0.31,1.25,1,0,0,1,2001
"S01005827",291,1,0,1,235,40,94.5,5.15,0.34,11,3,0,0,2001
"S01005828",351,113,0,0,157,62,62.39,3.99,33.62,11,3,0,5,2001
"S01005829",320,6,0,1,196,112,96.25,1.88,1.88,2,3,0,0,2001
"S01005830",478,289,0,0,128,51,37.66,1.05,61.3,4,1,1,4,2001
"S01005831",365,29,4,1,176,126,83.01,9.04,7.95,20,8,1,0,2001
"S01005832",335,148,1,1,124,39,51.94,2.39,45.67,4,2,11,5,2001
"S01005833",289,56,0,0,167,59,78.55,1.73,19.72,4,1,1,1,2001
"S01005834",342,123,0,1,130,59,55.26,2.05,42.69,6,0,0,23,2001
