area,percent.rents,white.l00,white.m00,white.h00,black.l00,black.m00,black.h00,asian.l00,asian.m00,asian.h00,hisp.l00,hisp.m00,hisp.h00,other.l00,other.m00,other.h00,white.l09,white.m09,white.h09,black.l09,black.m09,black.h09,asian.l09,asian.m09,asian.h09,hisp.l09,hisp.m09,hisp.h09,other.l09,other.m09,other.h09,medval
204110,0.6762861,8,0,0,9,0,0,17,2,0,570,159,30,340,95,30,0,0,0,10,0,0,17,2,0,591,187,38,394,110,38,139300
204120,0.6512668,9,1,0,1,0,0,13,0,0,517,103,26,325,65,0,0,0,0,1,0,0,13,0,0,485,130,30,348,82,0,157600
204200,0.8550724,3,0,0,6,0,5,97,4,0,673,98,5,419,50,0,0,0,0,6,0,4,89,14,0,743,131,14,464,66,1,168500
204300,0.7432118,25,4,0,6,0,0,69,24,0,999,110,54,564,78,36,0,0,0,6,0,0,75,25,0,1050,207,67,647,107,49,143500
204410,0.8507463,9,0,0,8,0,0,30,0,0,472,75,16,310,51,17,0,0,0,8,0,0,27,0,0,480,79,27,327,59,19,166600
204420,0.9115129,34,0,0,20,0,0,25,0,0,896,49,17,588,30,9,0,0,0,17,0,0,22,0,0,829,77,21,587,37,10,166700
204600,0.7789679,8,0,11,4,1,0,19,0,0,827,110,35,486,67,24,0,0,0,4,1,0,20,0,0,875,141,67,587,87,31,148500
204700,0.5884843,27,0,0,2,0,0,24,8,0,853,184,78,510,107,45,0,0,0,2,0,0,27,9,0,932,244,100,618,151,59,156900
204810,0.6050584,26,0,0,0,0,0,27,2,0,747,209,31,436,147,26,0,0,0,0,0,0,29,1,1,796,255,69,526,176,41,157300
204820,0.5435992,16,0,0,0,0,0,6,0,0,303,145,44,152,69,32,0,0,0,0,0,0,4,2,0,293,156,74,176,87,41,168300
204910,0.7018716,11,0,0,2,0,0,7,0,0,602,98,25,312,77,16,0,0,0,2,0,0,8,0,0,579,128,26,347,97,19,159700
204920,0.5220228,15,0,0,0,0,0,4,0,0,430,116,42,238,65,11,0,0,0,0,0,0,4,0,0,411,151,45,269,81,17,149400
205120,0.8985823,16,0,0,11,0,0,14,0,11,790,60,12,419,49,13,0,0,0,10,0,0,13,0,10,736,86,28,451,56,15,137500
206010,0.9244444,14,0,0,16,0,0,395,45,26,348,40,4,250,27,3,7,0,0,21,0,0,430,62,27,697,68,9,431,46,4,142900
206030,0.9157088,14,6,0,9,0,0,5,0,1,180,35,10,107,13,10,0,0,0,5,6,0,7,0,1,250,56,27,159,19,17,314300
206040,0.9310345,71,53,11,11,11,0,156,32,16,600,89,0,431,73,0,63,76,25,10,3,16,165,43,25,713,141,14,477,97,3,143100
206050,0.9275731,96,111,17,73,0,0,40,21,18,311,60,25,230,38,10,81,94,46,81,11,0,45,26,23,372,87,53,277,45,16,350000
206200,0.9003466,91,9,9,250,0,0,678,23,0,93,0,0,70,0,10,121,13,13,386,0,0,992,47,9,184,11,0,127,3,16,350000
206300,0.9910256,288,0,0,834,0,0,38,8,0,346,0,5,292,0,5,407,0,0,1368,8,0,65,16,5,732,0,11,568,0,11,97800
207100,0.9374717,19,16,0,37,0,0,1689,175,21,227,0,0,155,7,0,9,26,0,48,0,0,2230,270,51,356,47,0,231,17,0,137200
207300,0.9848635,699,81,17,1076,52,16,351,9,9,623,0,0,493,0,0,949,103,41,1777,70,53,626,34,17,1310,27,0,1005,3,0,187500
207500,0.8849916,305,269,244,150,28,44,1110,244,166,246,80,28,113,70,8,347,287,392,197,40,90,1706,412,334,446,135,96,192,131,20,875000
207900,0.8449946,112,34,68,54,16,0,337,74,27,154,6,23,129,13,7,135,48,100,76,23,7,547,132,58,300,26,54,239,24,16,636400
208000,0.9090082,46,0,0,43,3,4,52,6,5,773,112,51,548,71,27,0,0,0,44,5,4,56,12,5,995,152,70,680,85,36,152400
208300,0.9371782,98,8,0,112,0,0,186,30,12,1332,119,32,951,68,4,5,7,0,108,9,0,199,40,21,1887,233,53,1214,108,8,164300
208400,0.9251126,87,12,0,49,0,0,423,53,19,1022,65,14,690,41,14,79,13,2,49,1,0,464,81,19,1419,158,39,868,64,20,149700
208500,0.9215891,75,23,12,68,7,0,414,74,67,1012,107,15,734,75,4,56,40,10,66,7,6,460,111,94,1384,277,61,941,117,9,212500
208610,0.8535354,94,23,0,69,8,0,444,147,25,446,80,16,268,57,11,73,29,3,44,26,7,460,184,33,539,188,22,315,84,15,182000
208620,0.9005392,70,5,34,130,41,0,451,123,33,612,137,7,433,74,6,62,8,37,120,47,16,511,148,72,869,223,42,571,93,12,195500
208720,0.9875622,87,7,0,92,0,0,82,0,0,874,36,12,657,43,12,29,0,0,95,0,0,91,0,0,1226,79,18,830,65,18,253100
208800,0.9761904,311,37,21,249,18,0,539,53,10,1053,98,25,636,73,25,274,53,27,251,36,7,636,69,20,1474,213,61,844,107,37,170800
209300,0.9732472,117,5,0,62,0,0,47,8,0,756,23,26,534,16,0,15,2,0,73,0,0,63,12,0,1221,66,26,775,31,1,225000
209520,0.9472595,34,14,0,43,0,0,140,17,5,639,29,23,422,22,28,27,3,10,45,0,0,151,22,10,827,85,38,509,37,33,200000
209810,0.9842632,24,0,0,9,11,0,12,0,0,618,15,14,409,12,14,0,0,0,9,9,0,12,0,0,640,36,16,449,19,16,162500
209820,0.9184713,26,0,0,17,0,2,29,4,0,641,48,14,491,34,0,0,0,0,9,6,2,23,8,0,664,67,15,504,44,1,159100
210010,0.8357016,51,6,0,40,0,0,168,13,0,779,61,7,474,49,7,19,10,0,20,18,0,170,19,0,942,123,10,542,62,10,79300
211000,0.177305,274,227,589,46,2,24,104,109,90,25,11,25,17,15,17,191,181,625,41,11,26,103,141,129,33,8,39,22,19,27,715300
211110,0.957409,263,34,33,135,46,0,625,182,36,729,69,25,492,63,5,233,63,34,133,46,23,705,252,77,1026,201,45,665,102,12,235300
211200,0.9482844,212,32,0,82,0,0,207,47,10,1243,114,18,830,90,9,180,32,7,87,0,0,222,74,14,1734,255,43,1068,134,14,128600
211310,0.9846978,121,0,0,70,24,0,121,18,18,836,73,6,594,34,0,103,5,0,66,25,0,122,29,20,1099,136,27,711,45,3,162500
211410,0.9070352,66,17,7,51,0,0,463,42,48,418,57,12,269,33,5,46,21,12,38,12,0,496,54,65,541,103,16,316,43,7,273100
211420,0.8086957,77,76,17,30,3,6,192,120,56,615,57,8,378,43,0,65,49,42,31,3,7,212,134,78,846,139,27,498,58,3,265400
211500,0.6374502,291,121,282,82,16,4,362,143,35,323,50,16,199,48,0,228,112,321,77,32,5,405,189,70,476,64,35,275,62,5,537300
211701,0.7171001,179,77,201,54,25,19,386,121,59,111,13,6,61,8,2,163,95,197,63,18,38,489,175,93,170,20,18,91,11,5,577800
211702,0.9283462,423,97,31,297,28,0,1209,350,51,810,83,7,607,67,15,375,143,48,285,81,8,1449,483,124,1141,240,39,832,112,26,420000
211801,0.9508575,235,19,0,280,49,0,1582,249,74,357,111,7,300,71,0,205,35,4,252,98,0,1760,368,117,489,198,23,386,101,1,356300
211802,0.9486405,270,39,15,230,23,13,663,63,20,534,59,12,327,39,12,243,50,13,231,39,13,749,105,34,718,145,16,431,57,14,410000
212100,0.9376234,440,29,13,202,12,0,991,198,27,517,34,15,298,28,0,460,60,14,251,11,12,1306,338,58,805,142,26,455,58,0,151800
212420,0.9568465,39,20,0,38,0,0,371,67,5,576,40,6,414,52,6,34,19,0,36,0,0,388,88,11,801,75,16,498,67,10,232500
212500,0.9687204,242,36,12,135,10,0,477,114,28,937,83,3,683,56,0,193,63,13,102,48,0,514,159,40,1277,176,22,859,82,2,9999
212610,0.8932361,148,32,0,116,14,0,449,129,31,509,13,38,350,13,9,116,69,6,99,57,0,562,182,61,798,71,64,509,28,13,288200
212620,0.9241146,61,43,20,138,26,8,677,161,22,548,58,0,382,58,0,60,40,25,134,47,8,765,208,61,804,141,11,518,85,2,413600
212700,0.5692851,219,215,119,164,98,25,407,350,216,289,104,13,260,40,17,169,175,134,144,102,49,408,391,302,378,168,29,330,51,24,369100
212800,0.6331939,83,21,8,170,75,33,171,139,39,518,145,6,387,99,0,66,19,12,144,90,39,159,152,63,655,242,38,465,128,5,194000
212900,0.9092728,34,37,9,317,58,6,227,49,10,589,111,25,407,85,28,31,32,8,300,56,24,236,61,17,783,156,74,497,106,37,266700
213100,0.6851852,18,15,24,78,31,22,250,70,16,244,23,8,183,15,0,11,21,24,66,47,26,268,93,33,326,62,13,231,23,0,285100
213201,0.901419,46,6,0,67,12,0,474,109,21,517,66,6,387,47,6,35,7,0,62,10,4,474,109,33,631,126,20,430,58,10,207900
213202,0.8396761,30,0,0,130,10,0,268,52,5,642,67,20,489,39,15,18,9,0,133,10,0,277,64,19,845,152,44,591,51,23,162200
213310,0.8748867,22,0,0,35,0,0,289,31,9,606,57,32,478,54,8,19,0,0,34,0,0,294,46,10,799,139,39,554,75,10,161900
213320,0.8859738,49,11,0,38,0,0,313,46,16,439,55,13,291,43,11,39,3,6,33,0,0,304,48,18,527,88,26,315,52,13,175000
213402,0.9602203,66,7,10,58,0,0,312,30,6,1006,121,7,708,108,8,57,5,8,52,4,0,323,33,16,1331,215,36,826,143,14,29600
214000,0.4530103,407,324,480,9,6,0,21,10,0,20,22,12,26,26,17,319,313,531,12,4,2,23,16,0,27,23,23,39,35,28,493700
214100,0.5656914,474,363,681,10,9,27,27,14,27,35,10,27,22,23,10,325,350,626,7,14,27,28,16,34,28,27,30,26,32,12,735700
214400,0.9597506,763,538,218,25,13,0,30,3,20,73,17,8,53,22,33,556,437,289,14,26,0,28,11,23,83,23,13,68,30,44,875000
214500,0.9890686,1517,940,369,179,148,55,586,327,123,44,139,25,103,94,4,1327,1084,632,157,234,116,772,475,252,66,182,94,163,158,17,310500
214600,0.7342857,616,336,231,30,2,0,40,43,6,25,27,17,16,30,0,458,349,297,24,11,0,39,60,12,25,38,27,21,41,2,440200
214700,0.6063241,441,346,287,14,5,14,11,21,28,41,8,17,12,18,14,326,314,352,16,6,16,13,28,34,49,15,23,17,23,22,494600
214800,0.7628651,649,401,197,27,0,6,30,6,21,42,21,7,41,11,5,495,386,274,15,17,8,28,15,31,51,24,18,54,18,8,525800
214900,0.8338344,1767,723,459,66,24,0,125,90,23,87,66,8,169,68,27,1421,838,623,69,38,0,142,122,53,104,81,41,242,113,40,413600
216100,0.4789523,167,133,98,188,104,74,102,54,30,39,3,38,40,5,34,119,100,118,155,109,116,110,63,43,37,17,52,49,8,45,358200
216200,0.7079812,313,231,161,569,261,56,168,72,66,94,39,22,94,35,39,187,171,192,438,267,89,161,80,85,86,60,39,94,49,51,367200
216300,0.6303884,628,481,316,182,174,42,159,59,51,125,47,8,128,18,8,430,429,381,127,231,64,182,81,65,141,83,12,164,32,11,451600
216400,0.8619392,1555,759,320,92,35,20,95,77,31,131,43,38,241,49,61,1292,766,477,70,79,34,130,88,60,167,78,65,355,82,93,270300
216700,0.6479217,245,92,54,456,324,123,46,25,6,96,68,27,135,27,22,184,97,68,409,387,176,51,34,8,117,91,59,175,38,32,290700
216800,0.6535032,396,330,311,154,49,20,36,33,17,107,40,24,89,20,36,271,205,326,107,75,38,31,43,20,121,41,40,107,24,44,496100
216900,0.6284441,345,293,96,767,374,164,44,39,18,166,60,29,110,58,55,224,231,139,626,464,296,42,43,30,191,101,42,135,76,74,261500
217000,0.7019395,1075,481,470,152,154,33,84,78,11,151,49,24,208,71,11,878,486,570,152,173,86,113,86,33,206,54,65,310,104,23,348200
217100,0.7285542,153,92,91,944,409,60,53,27,9,406,140,11,356,88,15,131,104,97,1000,540,143,63,42,12,578,269,74,517,146,30,221200
217200,0.709943,75,114,34,505,273,77,84,4,19,237,91,8,234,61,9,51,94,55,434,296,140,85,18,21,294,160,21,297,87,13,265000
218110,0.7349608,29,17,29,387,76,32,70,16,31,368,51,6,265,44,8,23,13,26,317,118,30,67,21,35,449,84,15,300,58,10,245500
218120,0.8540091,41,0,0,259,43,12,142,62,9,607,59,84,465,32,40,36,0,0,227,49,34,153,60,18,783,144,112,552,48,49,244600
218210,0.8074266,27,0,0,325,90,8,25,0,0,540,90,31,431,47,20,24,0,0,286,106,22,25,2,0,655,189,64,505,68,29,176700
218220,0.6871904,29,22,4,534,191,82,41,9,0,357,84,24,308,73,9,21,16,11,457,212,131,41,16,0,477,157,41,388,95,16,263600
218300,0.7010569,38,27,11,918,196,83,40,5,0,486,130,17,360,79,17,28,15,19,756,229,136,41,6,0,549,224,34,407,100,24,168600
218400,0.6768258,44,0,0,729,133,42,35,9,0,497,173,46,330,110,35,36,4,0,678,187,83,36,10,4,636,274,123,427,138,56,164000
218500,0.6266541,33,9,0,462,146,17,21,0,0,264,76,17,177,57,6,20,14,0,332,191,43,21,0,0,276,125,36,195,64,12,151500
218600,0.6451128,46,0,0,653,138,55,22,10,0,256,98,27,207,68,21,36,0,0,516,157,81,21,11,0,289,131,43,227,74,26,156300
218700,0.6984012,25,5,17,656,81,113,20,17,0,349,50,17,235,71,13,21,1,18,534,172,124,22,13,6,402,115,26,262,96,18,207800
218800,0.7750557,20,0,4,344,45,33,30,10,0,329,53,6,239,40,0,18,0,4,315,81,33,33,12,0,434,85,25,296,53,2,188900
218900,0.8418418,26,6,13,991,187,48,86,16,0,501,62,14,403,66,14,24,3,14,947,262,73,98,12,6,675,134,27,513,95,18,207300
219010,0.4238411,5,6,0,251,134,7,55,0,0,216,68,13,176,52,13,5,5,0,225,136,44,62,0,0,266,130,34,216,74,20,154300
219020,0.517321,10,0,0,565,128,44,34,0,5,371,96,18,336,59,17,9,0,0,474,190,77,38,0,5,457,182,32,401,82,22,153800
219300,0.7418622,8,4,8,545,147,38,129,20,0,314,61,16,259,63,9,7,4,7,464,189,55,130,26,4,405,93,26,307,76,12,143400
219500,0.2647462,0,6,13,187,148,84,151,88,9,9,24,4,11,26,3,0,5,13,178,117,154,155,106,26,12,36,5,14,35,4,183500
219700,0.4953464,14,10,0,364,157,17,16,0,2,254,66,40,200,44,35,8,5,5,259,173,48,15,2,2,274,118,51,216,51,39,147800
219800,0.7418671,28,6,0,477,93,42,19,0,0,596,86,47,365,80,36,16,14,0,447,112,58,23,0,0,766,187,74,454,108,46,142800
219900,0.5765275,38,3,0,536,128,17,32,0,0,664,198,5,489,115,5,32,3,1,469,160,50,36,0,0,817,303,59,576,151,9,135600
220000,0.6403326,33,3,0,978,295,14,55,7,0,343,123,25,262,108,21,16,12,0,789,307,96,56,10,0,356,210,44,282,132,26,153100
220100,0.5389221,0,29,5,489,166,58,25,30,34,129,19,0,80,6,0,0,19,9,409,184,117,27,35,36,159,25,11,98,6,1,214200
221110,0.9248335,24,12,0,14,0,0,81,13,14,764,86,36,554,65,22,0,0,0,13,0,0,83,11,21,968,124,63,678,80,31,187500
221120,0.8596491,19,0,0,29,0,2,19,0,0,615,84,37,436,67,18,0,0,0,15,11,2,20,0,0,647,136,39,485,87,20,154700
221210,0.7355474,44,0,0,82,21,0,47,15,0,391,156,82,255,107,50,16,5,0,74,18,0,41,20,0,473,187,113,281,121,65,186100
221220,0.8626692,40,5,5,29,0,0,49,0,6,704,111,45,468,93,45,0,0,0,26,0,0,50,0,6,769,162,80,524,107,59,155700
221301,0.9171396,58,4,4,443,55,21,159,15,7,793,137,52,515,89,41,45,7,7,432,78,37,177,22,7,1099,196,95,644,107,57,258900
221302,0.8630452,30,13,10,436,47,13,77,20,0,591,39,12,431,21,7,21,11,14,393,63,28,85,20,1,740,115,18,511,36,9,255400
221400,0.8335412,53,51,40,855,142,6,35,9,0,381,12,0,238,16,0,45,40,57,923,207,40,43,13,0,540,65,0,338,26,1,256500
221500,0.8577431,12,14,7,658,61,12,135,8,0,635,66,31,441,64,13,12,13,6,627,130,15,149,9,4,838,203,50,573,97,19,175500
221600,0.7875,42,10,0,199,15,27,10,7,5,741,182,28,552,131,20,19,9,2,187,31,29,11,8,6,1009,269,74,673,168,29,173900
221710,0.8531519,37,0,4,184,18,0,43,8,6,920,133,32,644,72,25,9,0,4,177,20,9,43,10,6,1089,174,66,729,86,32,181300
221810,0.8842105,116,26,6,131,14,0,265,18,0,401,38,0,303,28,0,107,25,12,128,27,0,317,34,0,561,84,12,385,45,3,158900
221820,0.9810017,299,17,8,95,0,23,357,23,7,238,47,8,213,11,0,293,17,8,98,11,27,432,46,12,330,91,26,296,19,2,198200
221900,0.9183813,336,30,0,154,27,11,406,11,22,323,63,10,267,78,11,321,37,0,156,43,13,506,11,34,433,131,34,353,115,15,155600
222000,0.5522673,19,16,0,960,216,28,16,10,0,555,212,20,410,182,21,13,8,10,845,304,90,16,9,4,688,377,54,510,240,31,153400
222100,0.6749539,24,0,8,386,106,29,35,0,0,403,67,15,305,45,18,9,11,8,333,106,62,31,5,0,508,133,39,375,60,22,163100
222200,0.7732407,35,9,0,406,81,8,26,0,8,462,78,17,410,48,16,33,3,6,403,103,14,31,0,9,641,123,65,525,65,24,184900
222500,0.6468189,13,6,0,525,93,12,18,0,0,459,61,16,392,28,24,11,1,3,433,135,34,20,0,0,547,129,44,455,41,30,150600
222600,0.7809944,53,7,0,585,107,11,52,12,0,554,126,18,501,105,15,40,14,0,553,97,63,54,16,2,744,205,49,615,136,25,159500
224020,0.9025974,9,5,0,25,0,0,9,0,0,480,53,45,331,39,24,0,0,0,18,4,0,9,0,0,470,73,44,345,46,26,135600
224200,0.9112903,26,0,0,25,0,0,3,0,7,712,75,18,524,54,12,0,0,0,24,0,0,3,0,7,790,93,31,601,66,19,164100
224310,0.9111842,17,0,0,12,0,0,33,0,0,458,45,29,337,38,8,0,0,0,10,0,0,33,0,0,510,56,33,369,48,9,152800
224320,0.9464105,29,0,0,38,5,0,43,4,0,755,90,34,546,65,34,0,0,0,36,4,0,40,8,0,886,130,39,637,84,39,215700
224410,0.8941399,111,22,10,64,0,0,127,15,8,619,73,8,438,66,6,80,8,16,63,0,0,134,18,8,745,157,18,532,83,9,183800
224420,0.9129794,38,21,0,57,0,0,32,5,0,401,93,12,317,30,12,18,3,0,43,4,0,29,5,0,439,104,35,345,38,15,189400
224600,0.8766007,13,0,0,83,0,0,21,0,0,586,132,24,334,86,24,1,0,0,62,6,0,19,0,0,566,161,29,341,97,29,157500
226000,0.8775665,102,18,0,217,0,0,83,33,3,779,29,22,585,20,14,94,33,14,301,25,0,126,38,16,1432,121,26,1000,44,16,174800
226410,0.8502415,5,0,0,51,0,0,16,10,0,594,121,28,383,74,15,0,0,0,44,7,0,15,14,0,701,156,51,468,101,21,177500
226420,0.7862191,11,0,0,216,10,8,7,20,2,690,96,70,524,65,56,5,0,0,211,31,9,7,23,2,907,196,101,652,98,72,147600
226700,0.7312073,13,0,0,147,0,0,12,0,0,915,170,61,675,102,52,0,0,0,140,1,0,13,0,0,1113,199,96,791,128,66,146700
227010,0.7637178,12,9,5,107,0,0,4,0,0,643,93,15,443,73,25,1,4,2,100,10,0,3,1,0,831,130,34,559,96,30,185100
227020,0.7253521,10,0,0,124,6,0,2,0,0,448,102,19,319,75,20,1,0,0,119,11,6,2,0,0,619,140,36,394,99,26,162200
228100,0.6460446,10,0,2,157,30,0,5,0,0,628,140,15,412,108,8,0,0,0,138,41,11,5,0,0,817,224,38,507,136,16,128500
228210,0.652349,7,6,0,104,41,18,0,0,0,424,129,13,279,80,11,0,5,0,96,32,24,0,0,0,512,191,39,315,99,15,131300
228220,0.6778607,5,0,0,197,31,20,2,0,0,458,69,17,332,61,0,5,0,0,172,26,44,2,0,0,586,121,45,396,76,4,122600
228310,0.7509881,9,0,0,213,49,0,4,0,0,616,126,39,366,85,23,2,0,0,197,50,9,4,0,0,769,182,50,435,104,29,145200
228320,0.7525473,5,0,0,205,25,5,1,0,0,329,124,5,182,76,0,5,0,0,213,27,14,1,0,0,455,172,28,225,100,4,121500
228410,0.7530289,17,0,0,147,6,0,1,0,0,710,167,20,440,113,17,0,0,0,125,17,5,1,0,0,831,230,41,507,140,28,137900
228420,0.7848101,6,0,0,140,24,0,1,0,0,416,44,5,308,47,0,3,0,0,115,40,0,1,0,0,556,82,9,363,56,3,141400
228500,0.7147239,6,0,0,282,16,4,3,0,0,541,110,17,366,96,0,5,0,0,217,65,4,3,0,0,658,211,18,419,117,1,134200
228600,0.7533981,10,0,0,277,28,21,3,0,0,575,94,26,370,50,26,9,0,0,253,24,35,3,0,0,727,131,65,429,68,31,137600
228710,0.7130045,12,0,0,217,9,10,0,0,0,563,40,32,399,33,35,11,0,0,205,21,9,0,0,0,748,92,52,478,47,43,137700
228720,0.6972789,3,0,0,197,14,13,2,0,0,532,107,12,355,58,0,0,0,0,185,18,12,2,0,0,687,144,38,413,74,1,127200
228800,0.7247387,8,0,0,241,37,9,25,6,0,664,111,43,445,85,28,5,0,0,204,38,22,26,7,0,846,186,66,525,104,37,138900
228900,0.825779,11,0,2,122,25,16,31,0,0,428,56,7,295,37,5,4,0,0,108,26,14,30,0,0,530,89,31,340,55,6,139600
229100,0.5923719,8,0,0,191,7,20,0,1,0,450,137,24,312,100,16,5,0,0,179,32,21,0,1,0,613,196,78,383,127,29,137600
229200,0.7411874,4,0,0,459,14,6,1,0,0,483,86,22,347,39,44,4,0,0,418,45,6,1,0,0,639,127,42,409,53,55,134500
229300,0.8037543,11,0,0,308,32,17,5,0,0,720,59,16,532,45,10,8,3,0,299,34,33,5,0,0,974,147,33,663,61,14,160300
229410,0.6875,9,0,0,210,37,0,3,0,0,401,99,9,307,53,9,5,3,0,188,52,4,3,0,0,539,162,19,370,72,11,144000
229420,0.6402062,4,4,0,235,46,0,2,0,0,571,85,21,372,62,10,3,3,1,215,52,5,2,0,0,705,177,39,432,87,14,131700
231100,0.9581006,43,0,0,51,0,0,9,2,0,252,20,15,145,7,7,32,0,0,36,12,0,9,1,1,298,29,21,168,12,8,145800
231210,0.8026052,17,0,0,377,75,10,9,0,0,445,46,10,337,23,11,15,0,0,340,111,21,8,2,0,587,87,39,418,34,17,143800
231220,0.8490566,11,6,4,379,13,0,11,0,0,538,8,9,358,18,9,8,6,4,310,64,0,11,0,0,654,73,11,417,27,11,141600
231300,0.6536439,15,4,4,643,77,18,14,3,0,448,70,10,353,60,7,10,6,3,533,115,27,14,3,0,490,148,35,388,77,13,156100
231400,0.6195489,22,0,0,655,128,23,58,11,8,232,126,20,181,94,21,12,6,0,508,181,68,56,14,8,262,171,55,202,116,25,150700
231500,0.3510802,9,0,13,634,215,58,39,4,7,194,78,29,144,72,20,8,0,11,497,285,99,34,13,8,223,117,56,171,83,29,145400
231600,0.6704484,25,3,0,891,128,53,13,3,0,597,110,10,434,94,20,21,1,2,748,220,71,14,2,1,692,200,44,493,119,26,154900
231710,0.937667,11,0,0,354,29,0,11,0,0,668,43,17,461,30,17,9,0,0,323,26,16,11,0,0,878,80,31,548,39,22,162500
231720,0.7677936,34,0,0,404,19,15,20,0,6,546,47,17,396,38,16,25,7,0,397,40,15,23,0,7,731,111,35,491,60,21,146800
231800,0.8179973,17,0,0,401,19,19,10,0,0,804,153,45,566,129,34,14,0,0,372,41,23,10,0,0,1074,226,89,680,159,49,147800
231900,0.7352737,10,0,0,410,45,15,10,0,0,772,150,30,597,106,14,10,0,0,374,88,19,11,0,0,1072,255,64,742,144,20,156000
232110,0.6993548,4,5,0,367,41,13,1,1,0,305,64,10,227,39,7,3,4,0,302,70,12,1,1,0,354,110,17,250,48,10,115900
232120,0.7729211,10,0,0,377,19,23,3,0,0,412,63,0,288,42,0,9,0,0,379,25,29,4,0,0,547,119,17,357,62,5,154600
232200,0.5909091,5,0,0,340,120,14,7,0,0,262,32,5,163,42,7,2,1,0,283,98,52,6,0,0,314,55,7,178,53,9,152500
232300,0.4442308,13,0,0,468,161,24,2,0,0,260,54,12,180,66,10,11,0,0,386,183,33,2,1,0,281,106,25,198,83,12,143900
232400,0.5290603,11,1,0,995,218,38,21,2,0,410,55,58,371,22,15,8,0,1,809,201,89,18,3,1,416,121,87,384,41,16,150500
232500,0.6062931,5,0,1,742,161,30,3,0,0,306,50,0,212,36,0,3,1,1,638,199,63,4,0,0,352,113,6,248,50,1,136900
232600,0.5624595,10,7,0,749,102,51,3,0,0,493,104,12,324,60,17,7,3,4,647,147,66,3,0,0,577,176,41,375,79,22,138400
232700,0.6624365,13,0,0,503,72,17,3,0,0,442,115,17,328,80,9,11,0,0,467,79,32,3,0,0,527,205,42,384,100,15,135800
232800,0.6853824,10,0,0,343,44,28,1,0,0,512,71,15,394,57,15,7,2,0,291,75,36,1,0,0,630,164,30,461,77,20,137800
234000,0.3378876,30,0,0,925,498,80,43,28,11,201,15,10,138,69,23,17,8,0,752,456,233,43,34,13,241,43,15,163,82,32,185500
234200,0.3503717,22,5,0,463,255,74,123,65,13,17,14,0,29,11,17,15,8,0,378,255,148,130,75,19,21,20,0,36,14,20,194100
234500,0.5286929,17,4,4,1121,363,56,10,9,0,137,105,28,97,103,28,13,4,3,968,405,126,10,11,0,159,144,44,111,125,36,144900
234600,0.3796895,25,10,0,853,335,101,10,7,0,145,35,6,142,22,0,21,2,6,733,344,228,10,8,0,174,70,12,171,33,1,151200
234700,0.5301915,19,2,0,818,192,35,13,0,0,183,63,11,135,62,10,13,5,0,727,282,76,15,0,0,217,104,32,165,82,16,143100
234800,0.3541867,11,0,0,565,214,46,9,0,0,132,52,0,97,54,0,9,1,0,462,236,119,10,0,0,152,92,2,114,70,2,132100
234900,0.8717512,29,0,0,1377,156,41,9,0,0,643,40,4,486,40,3,22,4,0,1370,201,65,11,0,0,860,100,10,619,55,7,148000
235100,0.2643812,63,36,7,644,554,226,0,12,0,72,45,9,66,30,51,52,26,14,569,510,400,0,12,2,82,70,20,75,38,67,176100
235201,0.3538961,21,0,0,524,181,41,2,0,0,95,21,0,77,13,8,17,0,0,409,229,84,2,0,0,109,36,9,90,18,11,155400
235202,0.6903766,20,0,0,1019,264,30,1,4,2,299,18,14,246,6,23,14,3,0,776,354,114,1,4,2,369,33,31,286,10,28,169400
236000,0.218252,248,57,53,698,514,239,68,57,6,68,10,0,74,12,17,186,45,55,444,542,398,68,57,14,53,37,7,83,17,22,242700
236100,0.8446834,26,16,0,1805,251,69,116,47,16,104,14,1,128,13,0,20,7,10,1616,376,125,109,49,32,137,9,11,155,18,0,188900
236201,0.992281,37,0,0,1875,219,49,15,2,0,311,31,10,243,36,18,27,4,0,1603,387,84,16,2,0,404,50,12,295,44,22,95000
236400,0.4644601,33,16,0,759,603,372,2,21,0,6,21,10,63,0,24,20,23,0,601,577,628,2,22,2,8,29,14,76,4,30,317000
237100,0.6576213,11,0,0,703,123,25,6,0,0,711,109,25,568,90,29,10,0,0,582,170,48,6,0,0,846,224,51,644,115,40,141600
237200,0.5074716,12,0,0,737,159,20,8,0,0,581,132,13,439,127,13,9,2,0,668,146,61,7,1,0,709,222,41,505,153,23,137800
237300,0.4368564,11,7,2,1134,289,49,6,3,0,199,82,39,118,62,34,10,4,3,953,401,112,6,3,0,239,126,65,147,77,43,135600
237400,0.428506,11,7,0,1009,289,68,2,0,0,599,132,31,410,102,10,9,7,0,825,383,140,2,0,0,688,277,51,483,137,14,130400
237500,0.783397,9,3,0,482,36,33,6,0,0,403,59,20,285,30,18,8,1,1,404,86,31,7,0,0,493,102,35,327,40,22,140700
237600,0.6900468,16,0,0,586,50,26,3,0,0,638,148,12,506,104,14,15,0,0,553,63,52,4,0,0,797,235,52,589,131,21,131700
237710,0.8026549,11,0,0,493,53,0,6,0,0,412,112,5,220,74,0,10,0,0,424,93,7,7,0,0,483,184,16,252,96,0,144800
237720,0.8093525,12,0,0,284,59,8,3,4,0,437,40,12,236,28,12,9,0,0,254,53,20,3,3,2,504,106,26,264,47,16,138000
237800,0.3781706,12,5,0,682,221,50,1,0,0,241,80,0,190,41,0,9,6,0,563,294,92,1,0,0,286,129,17,223,58,2,139100
