"","area","prop_rents","median_value"
"938",404801,0.4750486,150400
"939",404802,0.4627607,152500
"940",404803,0.2394068,149000
"941",404901,0.3469218,158500
"942",404902,0.2263923,146700
"943",404903,0.332853,132300
"944",405001,0.2114372,143800
"945",405002,0.3349835,138100
"946",405101,0.2798605,141100
"947",405102,0.494244,135200
"948",405201,0.473251,153900
"949",405202,0.5070671,159100
"950",405203,0.2886335,157600
"951",405300,0.3967288,180900
"952",405400,0.1661211,161200
"953",405500,0.2641889,178900
"954",405600,0.2275738,185000
"955",405700,0.3830614,165400
"956",405800,0.3029571,156400
"957",405900,0.264,174800
"958",406000,0.2420424,180700
"959",406101,0.5333334,176500
"960",406102,0.7444739,188500
"961",406200,0.5510324,191500
"962",406300,0.2784431,378300
"963",406402,0.0834646,239300
"964",406411,0.2085561,173100
"965",406412,0.1691542,229900
"966",406500,0.4115679,185000
"967",406601,0.1169088,203000
"968",406602,0.2218017,185200
"969",406700,0.4334975,187200
"970",406800,0.2028443,177800
"971",406900,0.3466213,154800
"972",407001,0.2137405,150400
"973",407002,0.1693122,150800
"974",407101,0.3022296,146400
"975",407102,0.3341503,148400
"976",407200,0.2636816,143600
"977",407301,0.1636189,149700
"978",407302,0.1225296,149800
"979",407400,0.1372549,173100
"980",407500,0.3519126,154200
"981",407600,0.4736318,147400
"982",407701,0.5446355,150500
"983",407702,0.255956,145500
"984",407800,0.1456473,156600
"985",407900,0.1629576,165700
"986",408001,0.3671617,261100
"987",408002,0.2959704,169900
"988",408101,0.3734793,176900
"989",408102,0.1986682,143600
"990",408132,0.1828227,136400
"991",408133,0.5754601,204200
"992",408134,0.153938,193100
"993",408135,0.3723229,186000
"994",408202,0.5568628,188800
"995",408211,0.4644903,159100
"996",408212,0.1280389,193200
"997",408301,0.342692,153000
"998",408302,0.1545643,189900
"999",408303,0.1242345,203600
"1000",408401,0.3130288,168700
"1001",408402,0.0707468,271100
"1002",408501,0.2796143,148400
"1003",408502,0.3085664,229400
"1004",408503,0.073371,283200
"1005",408601,0.2089552,162300
"1006",408623,0.2194389,244000
"1007",408624,0.1581582,230300
"1008",408625,0.1414523,253800
"1009",408626,0.4481547,347800
"1010",408627,0.0805585,275900
"1011",408628,0.3577698,278000
"1012",408629,0.0797414,245800
"1013",408703,0.0454305,394300
"1014",408704,0.4598612,180100
"1015",408705,0.3225397,197200
"1016",408706,0.0869565,327200
"1017",408721,0.7010582,163900
"1018",408722,0.1642512,183600
"1019",408800,0.8464318,107000
"1020",430001,0.0735198,238900
"1021",430002,0.2786959,163200
"1022",430101,0.496925,142400
"1023",430102,0.3081914,144500
"1024",430200,0.3630289,633500
"1025",430301,0.1661613,332500
"1026",430302,0.3841114,260300
"1027",430400,0.1583221,440200
"1028",430501,0.238806,387000
"1029",430502,0.4538819,353500
"1030",430600,0.0670904,552100
"1031",430701,0.321334,452400
"1032",430721,0.4171292,334500
"1033",430723,0.7062423,199300
"1034",430724,0.7078652,202200
"1035",430801,0.6608536,265000
"1036",430802,0.2188905,376000
"1037",430803,0.1940045,362100
"1038",430900,0.6620948,184200
"1039",431001,0.6948099,188600
"1040",431002,0.3737215,226200
"1041",431100,0.5798698,166900
"1042",431200,0.2200957,148500
"1043",431300,0.3559719,208300
"1044",431400,0.1843658,194300
"1045",431500,0.3540309,195700
"1046",431600,0.1728188,431100
"1047",431700,0.2530689,446900
"1048",431800,0.3473862,243500
"1049",431900,0.5182973,242400
"1050",432000,0.3273543,245000
"1051",432101,0.290566,223400
"1052",432102,0.23938,243600
"1053",432201,0.4169463,193200
"1054",432202,0.4202401,182600
"1055",432300,0.3521127,162000
"1056",432401,0.5139186,172000
"1057",432402,0.6377614,160400
"1058",432500,0.3742154,166200
"1059",432601,0.4591969,161400
"1060",432602,0.3783019,169100
"1061",432700,0.4895222,159900
"1062",432801,0.653913,147600
"1063",432802,0.8272727,165200
"1064",432901,0.5275657,195600
"1065",432902,0.3194925,181200
"1066",433100,0.5871041,155300
"1067",433200,0.6031229,155100
"1068",433301,0.7763948,143400
"1069",433302,0.6386555,153300
"1070",433303,0.5895003,137000
"1071",433401,0.6147541,160500
"1072",433402,0.7571428,163700
"1073",433403,0.8072087,151800
"1074",433501,0.693837,148600
"1075",433502,0.7480025,155400
"1076",433601,0.4063005,194300
"1077",433602,0.5316456,161800
"1078",433700,0.2785445,158500
"1079",433801,0.6458659,152100
"1080",433802,0.179289,161200
"1081",433901,0.8082644,161300
"1082",433902,0.4689579,157900
"1083",434001,0.3289738,142700
"1084",434002,0.4809256,154300
"1085",460000,0.0849673,376600
"1086",460200,0.2308068,251500
"1087",460301,0.1518826,234700
"1088",460302,0.2251309,168900
"1089",460501,0.0571737,607100
"1090",460502,0.0928962,492500
"1091",460600,0.0792277,533800
"1092",460700,0.0879518,787600
"1093",460800,0.056677,655000
"1094",460900,0.4069108,165600
"1095",461000,0.3266908,172700
"1096",461100,0.4305296,226400
"1097",461200,0.1258199,341500
"1098",461300,0.3987448,274000
"1099",461400,0.5763389,276500
"1100",461500,0.5060022,178600
"1101",461600,0.5325228,171000
"1102",461900,0.8776707,186000
"1103",462000,0.7669305,169800
"1104",462100,0.6608352,210700
"1105",462200,0.9207317,181000
"1106",462300,0.8203325,196600
"1107",462400,0.424938,275600
"1108",462500,0.3283898,278700
"1109",462600,0.2061404,338200
"1110",462700,0.6069284,246200
"1111",462800,0.5613871,273800
"1112",462900,0.1947098,257400
"1113",463000,0.1702128,380000
"1114",463101,0.3438228,226100
"1115",463102,0.2487521,393600
"1116",463200,0.4958159,313500
"1117",463300,0.3785558,351900
"1118",463400,0.6211774,310300
"1119",463500,0.6842901,396700
"1120",463600,0.778301,232600
"1121",463700,0.3136247,638700
"1122",463800,0.0691328,411100
"1123",463900,0.3826762,558600
"1124",464000,0.4279709,554700
"1125",464100,0.0742004,757200
"1126",464200,0.0970266,628000
"1127",480002,0.1641118,329200
"1128",480011,0.6054201,234700
"1129",480012,0.5038717,249700
"1130",480101,0.3782468,243400
"1131",480102,0.3648069,252900
"1132",480201,0.1273408,302700
"1133",480202,0.1079545,309400
"1134",480301,0.8267742,180400
"1135",480302,0.6356322,260200
"1136",480400,0.5772107,279500
"1137",480500,0.4467401,445000
"1138",480600,0.7344386,383800
"1139",480702,0.2859756,410700
"1140",480703,0.4089506,298100
"1141",480704,0.7018633,321800
"1142",480802,0.3869048,187400
"1143",480803,0.4273233,198900
"1144",480804,0.7257889,190500
"1145",480901,0.8045977,195100
"1146",480902,0.8065202,206100
"1147",480903,0.5096447,191700
"1148",481001,0.6902724,218300
"1149",481002,0.7056025,169800
"1150",481101,0.8329765,188600
"1151",481102,0.8951049,182500
"1152",481103,0.4455445,206800
"1153",481201,0.5869176,215000
"1154",481202,0.5149367,197100
"1155",481300,0.2803504,197900
"1156",481401,0.5789189,210500
"1157",481402,0.4682081,203900
"1158",481500,0.2758847,220800
"1159",481602,0.6706587,198900
"1160",481603,0.6480187,198200
"1161",481604,0.6895787,225500
"1162",481711,0.7988077,186200
"1163",481712,0.7163165,188000
"1164",481713,0.640788,198100
"1165",481714,0.7858796,180100
"1166",481800,0.1954148,223100
"1167",481901,0.339929,218900
"1168",481902,0.5034013,217600
"1169",482001,0.1220513,272600
"1170",482002,0.4290335,267200
"1171",482101,0.4657632,195500
"1172",482102,0.2405462,223000
"1173",482201,0.6421941,200000
"1174",482202,0.6307592,172400
"1175",482301,0.6140351,179900
"1176",482303,0.6961057,179900
"1177",482304,0.7292089,170100
"1178",482401,0.6122449,170300
"1179",482402,0.4122894,171500
"1180",482502,0.5798526,166400
"1181",482503,0.655754,182300
"1182",482521,0.2972973,164900
"1183",482522,0.3265172,197900
"1184",482600,0.2073609,230600
"1185",482701,0.4257498,194800
"1186",482702,0.1887255,196900
"1187",482800,0.2664693,204900
"1188",500100,0.0597403,430200
"1189",500201,0.0697211,279400
"1190",500202,0.1262626,435900
"1191",500300,0.1353167,327200
"1192",500401,0.1686695,173300
"1193",500402,0.5221311,156200
"1194",500500,0.2102748,140800
"1195",500600,0.3204461,158000
"1196",500700,0.2222874,172100
"1197",500800,0.2611465,170000
"1198",500900,0.4171393,164500
"1199",501000,0.2242946,171200
"1200",501200,0.3068641,184100
"1201",501300,0.3682917,197200
"1202",501400,0.6378788,159400
"1203",501503,0.7702636,231600
"1204",501504,0.8959132,240300
"1205",501600,0.2857143,320300
"1206",501700,0.2693208,243000
"1207",501801,0.8903863,162900
"1208",501802,0.5555556,209700
"1209",501900,0.1952132,171100
"1210",502001,0.3083881,179300
"1211",502002,0.4488889,164600
"1212",502100,0.3829787,166700
"1213",502200,0.2865787,166000
"1214",502301,0.2155963,161800
"1215",502302,0.6273115,160400
"1216",502401,0.2673611,173300
"1217",502402,0.2080078,166000
"1218",502500,0.4521576,155400
"1219",502601,0.1340034,164400
"1220",502602,0.4954268,175900
"1221",502700,0.2800625,160800
"1222",502800,0.3840032,179000
"1223",502901,0.1638747,165000
"1224",502902,0.5135453,167700
"1225",503000,0.5323427,164000
"1226",503101,0.4386673,166300
"1227",503102,0.3170434,157800
"1228",503201,0.10625,185400
"1229",503202,0.2994746,169600
"1230",503301,0.1567164,183700
"1231",503302,0.4713204,180800
"1232",503401,0.3206896,218300
"1233",503402,0.1909023,193000
"1234",503501,0.4135261,176700
"1235",503502,0.1859537,176500
"1236",503601,0.1488144,196600
"1237",503602,0.0710204,285200
"1238",503701,0.4232416,204600
"1239",503702,0.2846975,215500
"1240",503703,0.1588383,275100
"1241",503801,0.2666667,200600
"1242",503802,0.1506936,210700
"1243",503901,0.1030675,199900
"1244",503902,0.1460833,198400
"1245",504001,0.2915994,212000
"1246",504002,0.1965039,207600
"1247",504101,0.2654232,162600
"1248",530003,0.049676,260800
"1249",530004,0.4415585,211800
"1250",530005,0.0826686,269200
"1251",530006,0.7792823,234000
"1252",530101,0.7501523,175000
"1253",530102,0.5240384,213200
"1254",530202,0.3088607,179800
"1255",530203,0.6946277,203500
"1256",530204,0.6635193,175000
"1257",530301,0.6156156,159500
"1258",530302,0.5463071,171600
"1259",530400,0.5890074,166200
"1260",530500,0.6387665,143900
"1261",530601,0.4842767,142200
"1262",530602,0.4087194,133900
"1263",530700,0.5428016,156400
"1264",530801,0.6004399,144100
"1265",530802,0.4940898,137400
"1266",530901,0.6433486,151900
"1267",530902,0.6719626,148600
"1268",531000,0.6004747,144800
"1269",531101,0.6848091,159400
"1270",531102,0.7432796,169500
"1271",531201,0.6866168,153800
"1272",531202,0.7379068,177000
"1273",531301,0.7103506,161500
"1274",531302,0.6782973,145900
"1275",531501,0.6783099,153600
"1276",531502,0.7078947,147700
"1277",531602,0.7247956,153600
"1278",531603,0.6332932,151400
"1279",531604,0.7227273,153000
"1280",531701,0.6198656,160300
"1281",531702,0.7241923,163600
"1282",531800,0.6525822,167500
"1283",531901,0.5640718,159000
"1284",531902,0.4995434,161100
"1285",532001,0.5608938,174900
"1286",532002,0.5433071,159800
"1287",532101,0.7692767,165700
"1288",532102,0.3403614,180900
"1289",532200,0.6581544,184600
"1290",532302,0.4553818,147100
"1291",532303,0.4844125,165700
"1292",532304,0.6559139,144200
"1293",532500,0.6296975,148900
"1294",532603,0.7522698,167900
"1295",532604,0.769697,160100
"1296",532605,0.8037109,97600
"1297",532606,0.8942696,157000
"1298",532700,0.7077922,142600
"1299",532800,0.7551219,117100
"1300",532900,0.7140912,133800
"1301",533000,0.6700965,139700
"1302",533103,0.8726852,175400
"1303",533104,0.896664,93100
"1304",533105,0.8578275,174200
"1305",533106,0.6069767,168600
"1306",533107,0.7622449,169600
"1307",533201,0.7455357,172900
"1308",533202,0.5550458,165600
"1309",533203,0.7362429,193000
"1310",533300,0.7783019,146100
"1311",533401,0.6100179,144700
"1312",533402,0.7275479,160900
"1313",533403,0.6675462,159300
"1314",533501,0.7179837,152200
"1315",533502,0.6906854,172700
"1316",533503,0.7255278,163000
"1317",533601,0.76951,175000
"1318",533602,0.7323298,168100
"1319",533603,0.7038391,170300
"1320",533701,0.7290589,150900
"1321",533702,0.7505995,168100
"1322",533703,0.6946485,172300
"1323",533801,0.6685985,160800
"1324",533803,0.664981,172100
"1325",533804,0.6143959,159200
"1326",533901,0.7680851,176000
"1327",533902,0.664187,154900
"1328",534001,0.7665848,180600
"1329",534002,0.6496107,169900
"1330",534101,0.6764132,160400
"1331",534102,0.809779,210500
"1332",534201,0.7909836,174500
"1333",534202,0.83749,169000
"1334",534203,0.8051948,173300
"1335",534301,0.8319559,148200
"1336",534302,0.8329146,160200
"1337",534403,0.7318117,161800
"1338",534404,0.7608466,138100
"1339",534405,0.8782519,155600
"1340",534406,0.8985976,193200
"1341",534501,0.541536,167500
"1342",534502,0.4530777,162900
"1343",534700,0.2610097,172400
"1344",534802,0.4887892,167000
"1345",534803,0.5375774,168500
"1346",534804,0.5631399,144300
"1347",534900,0.6518675,144600
"1348",535000,0.6275303,151200
"1349",535101,0.5964691,136000
"1350",535102,0.516165,125700
"1351",535200,0.495614,132000
"1352",535300,0.5593483,132400
"1353",535400,0.5295056,127300
"1354",535501,0.7700205,204900
"1355",535502,0.6693944,166700
"1356",535503,0.7069768,162500
"1357",535603,0.7157258,168600
"1358",535604,0.5435435,157800
"1359",535605,0.7197751,167100
"1360",535606,0.6957447,148000
"1361",535607,0.4770555,146200
"1362",535701,0.5220434,165900
"1363",535702,0.5972995,156600
"1364",535802,0.5045103,155900
"1365",535803,0.7370405,152600
"1366",535804,0.6561086,154600
"1367",535901,0.4161172,161700
"1368",535902,0.2394558,163600
"1369",536000,0.6967294,164100
"1370",536101,0.4827728,165200
"1371",536102,0.1652582,158400
"1372",536200,0.3030635,162500
"1373",540000,0.5666667,154000
"1374",540101,0.3003636,152500
"1375",540102,0.2790055,148100
"1376",540201,0.7847866,150700
"1377",540202,0.8192162,144200
"1378",540203,0.7259259,160500
"1379",540300,0.4515556,134500
"1380",540400,0.4605911,131900
"1381",540501,0.4063137,141800
"1382",540502,0.8035451,143400
"1383",540600,0.6854839,131500
"1384",540700,0.5477179,136400
"1385",540800,0.4236779,132200
"1386",540901,0.3736162,137300
"1387",540902,0.3484163,143000
"1388",541002,0.1156337,193700
"1389",541100,0.3686636,132300
"1390",541200,0.2403409,141200
"1391",541300,0.2897196,133000
"1392",541400,0.4893773,124100
"1393",541500,0.6169245,117300
"1394",541603,0.5932204,137200
"1395",541604,0.6492424,136100
"1396",541605,0.5747316,132100
"1397",541606,0.6187625,136000
"1398",541700,0.3318043,148700
"1399",541801,0.525641,142500
"1400",541802,0.387156,145700
"1401",542000,0.409331,143700
"1402",542101,0.4249471,136000
"1403",542102,0.5364583,126000
"1404",542200,0.3544726,139700
"1405",542401,0.3391521,140000
"1406",542402,0.315508,139700
"1407",542501,0.4727273,140300
"1408",542502,0.693153,118900
"1409",542601,0.6427406,132300
"1410",542602,0.6188841,136000
"1411",542700,0.3765483,134300
"1412",542800,0.2398137,135100
"1413",542900,0.2752161,125500
"1414",543000,0.266223,138400
"1415",543100,0.2063306,136300
"1416",543201,0.3317191,150600
"1417",543202,0.5872302,137300
"1418",543303,0.2732558,204300
"1419",543304,0.0599483,215900
"1420",543305,0.1321321,112500
"1421",543400,0.1236069,164700
"1422",543501,0.4230392,167500
"1423",543502,0.32607,175800
"1424",543503,0.3382675,191600
"1425",543601,0.3548387,178200
"1426",543602,0.2681041,186100
"1427",543603,0.0591567,273200
"1428",543604,0.1105882,190700
"1429",543701,0.1598174,165900
"1430",543702,0.2513274,168300
"1431",543703,0.2182006,195200
"1432",543801,0.2008059,188500
"1433",543802,0.3821181,171600
"1434",543903,0.1440245,176200
"1435",543904,0.3067227,124600
"1436",544000,0.3121927,156200
"1437",550000,0.1013514,145100
"1438",550100,0.2031505,159200
"1439",550200,0.2916296,162500
"1440",550300,0.3274854,163600
"1441",550400,0.1933174,179600
"1442",550500,0.2449066,258600
"1443",550600,0.3660867,222800
"1444",550700,0.2349754,225700
"1445",550800,0.3328729,258200
"1446",550900,0.7384616,243800
"1447",551000,0.3419023,237100
"1448",551100,0.8423951,177900
"1449",551201,0.5690704,207500
"1450",551202,0.5365854,190700
"1451",551300,0.718816,183500
"1452",551400,0.4755117,193800
"1453",551500,0.4553176,201600
"1454",551700,0.3886946,182700
"1455",551800,0.4759382,179300
"1456",551900,0.285014,163300
"1457",552000,0.3887755,159000
"1458",552100,0.3400389,160400
"1459",552200,0.7231668,148600
"1460",552300,0.4051241,162300
"1461",552400,0.2512648,155000
"1462",552601,0.2368421,132000
"1463",552602,0.3585077,178100
"1464",552700,0.2652097,157400
"1465",552800,0.350062,164200
"1466",552900,0.4417755,167100
"1467",553000,0.1408451,165900
"1468",553100,0.4808399,188100
"1469",553200,0.2404871,180400
"1470",553300,0.1868687,171700
"1471",553400,0.3632694,165400
"1472",553501,0.5174791,134400
"1473",553502,0.603352,155600
"1474",553601,0.6089478,157400
"1475",553602,0.6661454,148200
"1476",553701,0.5549264,158100
"1477",553702,0.4399261,153500
"1478",553801,0.7594059,175400
"1479",553802,0.5351583,152900
"1480",553901,0.4721056,165400
"1481",553902,0.6295216,169100
"1482",554001,0.3310404,186500
"1483",554002,0.6350877,184200
"1484",554101,0.7077338,166500
"1485",554102,0.7859922,168500
"1486",554201,0.4126984,177200
"1487",554202,0.7887274,172900
"1488",554300,0.6257116,161500
"1489",554401,0.6279646,209900
"1490",554403,0.7298578,154700
"1491",554404,0.7879014,161900
"1492",554511,0.1856092,271300
"1493",554512,0.1127739,304200
"1494",554513,0.1683168,257100
"1495",554514,0.2052705,272500
"1496",554515,0.1301045,285900
"1497",554516,0.1208366,292700
"1498",554517,0.3396869,271900
"1499",554518,0.1304071,276000
"1500",554519,0.0756522,362900
"1501",554521,0.2060173,276300
"1502",554522,0.1149128,253100
"1503",554600,0.3436231,183900
"1504",554700,0.2535497,146300
"1505",554801,0.2640523,142300
"1506",554802,0.4451039,206700
"1507",554900,0.4910891,195400
"1508",555001,0.4220242,188100
"1509",555002,0.4385321,177700
"1510",555102,0.5966969,159700
"1511",555103,0.5103164,201800
"1512",555104,0.4724349,161500
"1513",555202,0.0605263,289700
"1514",555211,0.5195618,134800
"1515",555212,0.4995671,144000
"1516",570002,0.1657272,188000
"1517",570003,0.1829181,199500
"1518",570100,0.2258953,177700
"1519",570202,0.4258912,150200
"1520",570203,0.7957265,143600
"1521",570204,0.5416667,165400
"1522",570301,0.5888836,153400
"1523",570303,0.5340909,131700
"1524",570304,0.7067947,137700
"1525",570401,0.5415162,137800
"1526",570402,0.2106918,145900
"1527",570501,0.4143485,149700
"1528",570502,0.460192,145400
"1529",570601,0.6060218,145500
"1530",570602,0.5602241,158300
"1531",570603,0.8069658,113900
"1532",570701,0.4881329,208600
"1533",570702,0.1660735,194400
"1534",570800,0.1940139,197800
"1535",570901,0.1292696,218400
"1536",570902,0.2338073,209800
"1537",571101,0.1590621,208200
"1538",571102,0.1345291,213300
"1539",571200,0.4423077,270000
"1540",571300,0.1265332,227000
"1541",571400,0.3036437,201600
"1542",571501,0.4290563,188100
"1543",571502,0.4529248,190400
"1544",571701,0.573675,140900
"1545",571702,0.616426,135900
"1546",571800,0.233463,395000
"1547",571900,0.4518072,299000
"1548",572001,0.3948598,235100
"1549",572002,0.5910863,278800
"1550",572100,0.0847458,164000
"1551",572201,0.4153697,172700
"1552",572202,0.3293796,180600
"1553",572301,0.489774,138100
"1554",572302,0.4810281,148200
"1555",572400,0.0974026,154200
"1556",572500,0.7197452,139400
"1557",572600,0.2711726,149800
"1558",572700,0.3483575,149800
"1559",572900,0.5863747,137400
"1560",573001,0.7448113,179900
"1561",573002,0.9108635,136300
"1562",573100,0.6788831,178600
"1563",573201,0.7421336,152500
"1564",573202,0.7073343,127000
"1565",573300,0.7462083,150800
"1566",573401,0.6739563,223900
"1567",573402,0.579652,204000
"1568",573403,0.3450164,175000
"1569",573600,0.1297909,225200
"1570",573700,0.1401312,219400
"1571",573800,0.1312217,228900
"1572",573902,0.1145946,363200
"1573",574000,0.1025126,236300
"1574",574100,0.122491,224400
"1575",574201,0.1042228,233400
"1576",574202,0.5790921,216500
"1577",574300,0.1940098,244600
"1578",574400,0.1038895,242300
"1579",574500,0.1115434,249100
"1580",574602,0.1316726,555100
"1581",574800,0.4476127,558800
"1582",574902,0.7793667,207200
"1583",575001,0.7064343,195700
"1584",575002,0.6452684,184500
"1585",575101,0.7486226,157000
"1586",575102,0.8265896,107600
"1587",575103,0.8960121,158200
"1588",575201,0.7776968,118100
"1589",575202,0.8013191,141700
"1590",575300,0.8655529,140400
"1591",575401,0.941127,148800
"1592",575402,0.9089947,99300
"1593",575801,0.8778626,134900
"1594",575802,0.9107505,136600
"1595",575803,0.8551532,184700
"1596",575901,0.6618182,178800
"1597",575902,0.8403361,81700
"1598",576100,0.5852018,217300
"1599",576200,0.9317543,150000
"1600",576300,0.9221748,162100
"1601",576401,0.8809524,112500
"1602",576402,0.8335878,150900
"1603",576403,0.8871829,150000
"1604",576501,0.8502747,141200
"1605",576502,0.8348405,115300
"1606",576503,0.8859401,146600
"1607",576601,0.7809695,142000
"1608",576602,0.772655,253400
"1609",576700,0.6641324,454600
"1610",576801,0.7863572,220700
"1611",576802,0.8149087,221400
"1612",576901,0.8705114,169300
"1613",576902,0.8388554,180100
"1614",577000,0.8150307,185800
"1615",577100,0.6824561,335900
"1616",577200,0.7699488,428100
"1617",577300,0.7587311,393500
"1618",577400,0.6231721,386900
"1619",577501,0.3307323,641100
"1620",577502,0.6108648,811100
"1621",577601,0.2151335,261100
"1622",577602,0.319869,362500
"1623",577603,0.315747,462600
"1624",599000,0.7197171,388100
"1625",600100,0.8003309,142800
"1626",600201,0.7336861,137100
"1627",600202,0.7464865,136800
"1628",600301,0.8380668,142700
"1629",600302,0.3403846,152500
"1630",600400,0.424349,168600
"1631",600501,0.2907104,183700
"1632",600502,0.3412587,171100
"1633",600601,0.3840654,192100
"1634",600602,0.9537914,162500
"1635",600702,0.3226121,192100
"1636",600703,0.1065217,191300
"1637",600704,0.4868217,199400
"1638",600802,0.5139373,210100
"1639",600902,0.840694,138000
"1640",600911,0.5586975,164700
"1641",600912,0.4702341,148800
"1642",601001,0.8436396,230000
"1643",601002,0.7634834,156000
"1644",601100,0.8954147,150200
"1645",601202,0.4314477,155300
"1646",601211,0.8497317,163700
"1647",601212,0.8210369,154900
"1648",601302,0.7684028,189700
"1649",601303,0.8673277,132500
"1650",601401,0.6861314,158900
"1651",601402,0.4613703,160800
"1652",601501,0.8281853,157000
"1653",601502,0.6898657,162800
"1654",601600,0.666043,151900
"1655",601700,0.7515823,154400
"1656",601801,0.5730479,143800
"1657",601802,0.6600419,158800
"1658",601900,0.7700497,160100
"1659",602002,0.6004902,147300
"1660",602003,0.618107,160100
"1661",602004,0.5500486,165500
"1662",602103,0.8384832,151900
"1663",602104,0.7886992,154600
"1664",602105,0.8002905,164700
"1665",602106,0.7912191,183900
"1666",602200,0.4521531,203900
"1667",602301,0.2668743,179600
"1668",602302,0.100271,275200
"1669",602402,0.5229316,196700
"1670",602403,0.8246559,194200
"1671",602404,0.8138244,195000
"1672",602501,0.7953166,149800
"1673",602502,0.9403244,163400
"1674",602503,0.8931159,151300
"1675",602600,0.3961229,181800
"1676",602700,0.1556169,171300
"1677",602800,0.4686834,161900
"1678",602900,0.4731785,151600
"1679",603001,0.6280018,173300
"1680",603003,0.6674947,166800
"1681",603004,0.771261,175000
"1682",603101,0.6149871,173400
"1683",603102,0.6779661,206000
"1684",603200,0.3134172,186100
"1685",603301,0.7307221,206100
"1686",603302,0.51407,206500
"1687",603400,0.4602961,168800
"1688",603500,0.1751904,172800
"1689",603600,0.2244427,188600
"1690",603702,0.2007277,199500
"1691",603703,0.1518518,186600
"1692",603704,0.8511876,158900
"1693",603800,0.7248677,176300
"1694",603900,0.5918803,182500
"1695",604000,0.7012848,180400
"1696",604100,0.6513761,174900
"1697",609900,0.5050505,216800
"1698",620001,0.4720844,378600
"1699",620002,0.7193974,356300
"1700",620101,0.4478099,361700
"1701",620102,0.7251636,398400
"1702",620301,0.159161,631500
"1703",620302,0.5524297,743100
"1704",620400,0.2651185,518300
"1705",620501,0.3831957,331400
"1706",620521,0.56,289200
"1707",620522,0.5084459,336700
"1708",620601,0.6134616,267300
"1709",620602,0.3366987,294700
"1710",620701,0.4640825,325100
"1711",620702,0.2988095,354800
"1712",620800,0.2479462,635400
"1713",620901,0.1911469,885800
"1714",620902,0.441691,866800
"1715",621001,0.4214477,498800
"1716",621002,0.5822268,662300
"1717",621102,0.3424658,404900
"1718",621201,0.52,394700
"1719",621202,0.6207665,387900
"1720",621301,0.4430509,416900
"1721",621321,0.6330834,370900
"1722",621322,0.810113,554300
"1723",650001,0.3179012,228600
"1724",650002,0.6367874,245700
"1725",650101,0.2123682,259400
"1726",650102,0.2804878,223900
"1727",650200,0.2453512,232900
"1728",650300,0.5150905,237800
"1729",650400,0.2181688,299100
"1730",650501,0.1407129,327900
"1731",650502,0.2923272,352800
"1732",650601,0.8780286,328400
"1733",650602,0.8210451,340900
"1734",650603,0.3781127,383000
"1735",650701,0.1603154,346200
"1736",650702,0.1450777,344400
"1737",650800,0.2563402,286100
"1738",650901,0.6068341,259300
"1739",650902,0.6086338,245500
"1740",651001,0.2213459,315800
"1741",651002,0.3779849,335500
"1742",651101,0.405692,426700
"1743",651102,0.5195035,297100
"1744",651201,0.1134916,374700
"1745",651221,0.6945289,348500
"1746",651222,0.651801,363700
"1747",651301,0.5146292,533000
"1748",651302,0.1794033,473400
"1749",651400,0.3924126,377300
"1750",670001,0.3733974,251900
"1751",670002,0.6380953,245000
"1752",670003,0.5353535,255800
"1753",670100,0.5433272,287200
"1754",670201,0.1386334,702600
"1755",670202,0.0641304,611000
"1756",670301,0.1233217,744100
"1757",670321,0.0504077,896600
"1758",670322,0.0979792,762600
"1759",670403,0.060307,575200
"1760",670405,0.1306695,558400
"1761",670406,0.1323024,794100
"1762",670407,0.4364214,445100
"1763",670411,0.1455026,477800
"1764",670413,0.1897212,543900
"1765",670414,0.3016835,676100
"1766",670500,0.0589147,1000001
"1767",670600,0.1541531,682500
"1768",670701,0.1319529,389700
"1769",670702,0.0472402,671400
"1770",700100,0.9260625,313300
"1771",700200,0.9002517,329300
"1772",700300,0.6967922,233900
"1773",700400,0.749411,466900
"1774",700500,0.6354912,431100
"1775",700600,0.0600316,1000001
"1776",700700,0.0739437,1000001
"1777",700800,0.7047873,778800
"1778",700901,0.494171,655700
"1779",700902,0.7898845,766400
"1780",701000,0.669228,1000001
"1781",701201,0.1179095,1000001
"1782",701202,0.6484641,526200
"1783",701301,0.5296248,1000001
"1784",701302,0.8101623,381300
"1785",701400,0.8856936,359400
"1786",701501,0.7769732,414200
"1787",701502,0.8427024,356900
"1788",701601,0.3985344,755200
"1789",701602,0.7017637,357100
"1790",701701,0.7547062,309800
"1791",701702,0.917223,328600
"1792",701801,0.7633362,317500
"1793",701802,0.8207865,288300
"1794",701900,0.9745709,1000001
"1795",702000,0.7748022,500000
"1796",702100,0.7390481,470100
"1797",702201,0.6540046,489000
"1798",702202,0.4672131,510100
"1799",702300,0.5116122,532800
"1800",702400,0.5995807,245800
"1801",702501,0.4917569,344000
"1802",702502,0.3117448,275000
"1803",702600,0.2381579,323500
"1804",702700,0.2240437,333300
"1805",702801,0.6562173,328600
"1806",702802,0.5095613,297800
"1807",702803,0.595884,281300
"1808",702901,0.9236124,191300
"1809",703001,0.5097466,267600
"1810",703002,0.2322004,441100
"1811",703100,0.2903646,290800
"1812",703200,0.1879195,289800
"1813",800101,0.0443686,507700
"1814",800201,0.0997169,793200
"1815",800202,0.0682249,641600
"1816",800302,0.4251996,346800
"1817",800303,0.3478579,368200
"1818",800323,0.0835735,448500
"1819",800324,0.0993684,327100
