"","area","year","race","income","count"
"14729",531800,"00","asian","m",0
"14730",531901,"00","asian","m",2
"14731",531902,"00","asian","m",0
"14732",532001,"00","asian","m",0
"14733",532002,"00","asian","m",10
"14734",532101,"00","asian","m",13
"14735",532102,"00","asian","m",13
"14736",532200,"00","asian","m",0
"14737",532302,"00","asian","m",0
"14738",532303,"00","asian","m",5
"14739",532304,"00","asian","m",0
"14740",532500,"00","asian","m",14
"14741",532603,"00","asian","m",2
"14742",532604,"00","asian","m",0
"14743",532605,"00","asian","m",5
"14744",532606,"00","asian","m",0
"14745",532700,"00","asian","m",0
"14746",532800,"00","asian","m",0
"14747",532900,"00","asian","m",2
"14748",533000,"00","asian","m",0
"14749",533103,"00","asian","m",0
"14750",533104,"00","asian","m",0
"14751",533105,"00","asian","m",0
"14752",533106,"00","asian","m",0
"14753",533107,"00","asian","m",0
"14754",533201,"00","asian","m",0
"14755",533202,"00","asian","m",0
"14756",533203,"00","asian","m",2
"14757",533300,"00","asian","m",0
"14758",533401,"00","asian","m",0
"14759",533402,"00","asian","m",0
"14760",533403,"00","asian","m",0
"14761",533501,"00","asian","m",0
"14762",533502,"00","asian","m",0
"14763",533503,"00","asian","m",0
"14764",533601,"00","asian","m",0
"14765",533602,"00","asian","m",0
"14766",533603,"00","asian","m",0
"14767",533701,"00","asian","m",4
"14768",533702,"00","asian","m",0
"14769",533703,"00","asian","m",0
"14770",533801,"00","asian","m",2
"14771",533803,"00","asian","m",4
"14772",533804,"00","asian","m",10
"14773",533901,"00","asian","m",0
"14774",533902,"00","asian","m",0
"14775",534001,"00","asian","m",0
"14776",534002,"00","asian","m",0
"14777",534101,"00","asian","m",0
"14778",534102,"00","asian","m",0
"14779",534201,"00","asian","m",1
"14780",534202,"00","asian","m",5
"14781",534203,"00","asian","m",0
"14782",534301,"00","asian","m",0
"14783",534302,"00","asian","m",3
"14784",534403,"00","asian","m",0
"14785",534404,"00","asian","m",3
"14786",534405,"00","asian","m",0
"14787",534406,"00","asian","m",0
"14788",534501,"00","asian","m",6
"14789",534502,"00","asian","m",0
"14790",534700,"00","asian","m",9
"14791",534802,"00","asian","m",8
"14792",534803,"00","asian","m",0
"14793",534804,"00","asian","m",0
"14794",534900,"00","asian","m",0
"14795",535000,"00","asian","m",0
"14796",535101,"00","asian","m",0
"14797",535102,"00","asian","m",0
"14798",535200,"00","asian","m",0
"14799",535300,"00","asian","m",0
"14800",535400,"00","asian","m",0
"14801",535501,"00","asian","m",1
"14802",535502,"00","asian","m",7
"14803",535503,"00","asian","m",0
"14804",535603,"00","asian","m",0
"14805",535604,"00","asian","m",0
"14806",535605,"00","asian","m",0
"14807",535606,"00","asian","m",0
"14808",535607,"00","asian","m",0
"14809",535701,"00","asian","m",2
"14810",535702,"00","asian","m",8
"14811",535802,"00","asian","m",1
"14812",535803,"00","asian","m",0
"14813",535804,"00","asian","m",0
"14814",535901,"00","asian","m",0
"14815",535902,"00","asian","m",0
"14816",536000,"00","asian","m",0
"14817",536101,"00","asian","m",12
"14818",536102,"00","asian","m",15
"14819",536200,"00","asian","m",11
"14820",540000,"00","asian","m",0
"14821",540101,"00","asian","m",7
"14822",540102,"00","asian","m",9
"14823",540201,"00","asian","m",0
"14824",540202,"00","asian","m",0
"14825",540203,"00","asian","m",3
"14826",540300,"00","asian","m",0
"14827",540400,"00","asian","m",0
"14828",540501,"00","asian","m",5
"14829",540502,"00","asian","m",0
"14830",540600,"00","asian","m",0
"14831",540700,"00","asian","m",0
"14832",540800,"00","asian","m",1
"14833",540901,"00","asian","m",0
"14834",540902,"00","asian","m",0
"14835",541002,"00","asian","m",0
"14836",541100,"00","asian","m",0
"14837",541200,"00","asian","m",1
"14838",541300,"00","asian","m",0
"14839",541400,"00","asian","m",0
"14840",541500,"00","asian","m",0
"14841",541603,"00","asian","m",0
"14842",541604,"00","asian","m",0
"14843",541605,"00","asian","m",4
"14844",541606,"00","asian","m",0
"14845",541700,"00","asian","m",1
"14846",541801,"00","asian","m",0
"14847",541802,"00","asian","m",0
"14848",542000,"00","asian","m",7
"14849",542101,"00","asian","m",3
"14850",542102,"00","asian","m",0
"14851",542200,"00","asian","m",6
"14852",542401,"00","asian","m",4
"14853",542402,"00","asian","m",0
"14854",542501,"00","asian","m",9
"14855",542502,"00","asian","m",0
"14856",542601,"00","asian","m",0
"14857",542602,"00","asian","m",0
"14858",542700,"00","asian","m",0
"14859",542800,"00","asian","m",0
"14860",542900,"00","asian","m",8
"14861",543000,"00","asian","m",1
"14862",543100,"00","asian","m",3
"14863",543201,"00","asian","m",0
"14864",543202,"00","asian","m",0
"14865",543303,"00","asian","m",181
"14866",543304,"00","asian","m",37
"14867",543305,"00","asian","m",0
"14868",543400,"00","asian","m",56
"14869",543501,"00","asian","m",329
"14870",543502,"00","asian","m",103
"14871",543503,"00","asian","m",246
"14872",543601,"00","asian","m",158
"14873",543602,"00","asian","m",223
"14874",543603,"00","asian","m",87
"14875",543604,"00","asian","m",208
"14876",543701,"00","asian","m",91
"14877",543702,"00","asian","m",187
"14878",543703,"00","asian","m",113
"14879",543801,"00","asian","m",166
"14880",543802,"00","asian","m",307
"14881",543903,"00","asian","m",191
"14882",543904,"00","asian","m",83
"14883",544000,"00","asian","m",107
"14884",550000,"00","asian","m",17
"14885",550100,"00","asian","m",95
"14886",550200,"00","asian","m",83
"14887",550300,"00","asian","m",61
"14888",550400,"00","asian","m",7
"14889",550500,"00","asian","m",58
"14890",550600,"00","asian","m",118
"14891",550700,"00","asian","m",86
"14892",550800,"00","asian","m",66
"14893",550900,"00","asian","m",58
"14894",551000,"00","asian","m",44
"14895",551100,"00","asian","m",49
"14896",551201,"00","asian","m",58
"14897",551202,"00","asian","m",120
"14898",551300,"00","asian","m",15
"14899",551400,"00","asian","m",66
"14900",551500,"00","asian","m",131
"14901",551700,"00","asian","m",15
"14902",551800,"00","asian","m",98
"14903",551900,"00","asian","m",47
"14904",552000,"00","asian","m",80
"14905",552100,"00","asian","m",79
"14906",552200,"00","asian","m",55
"14907",552300,"00","asian","m",243
"14908",552400,"00","asian","m",27
"14909",552601,"00","asian","m",7
"14910",552602,"00","asian","m",151
"14911",552700,"00","asian","m",62
"14912",552800,"00","asian","m",61
"14913",552900,"00","asian","m",173
"14914",553000,"00","asian","m",51
"14915",553100,"00","asian","m",87
"14916",553200,"00","asian","m",82
"14917",553300,"00","asian","m",47
"14918",553400,"00","asian","m",22
"14919",553501,"00","asian","m",66
"14920",553502,"00","asian","m",5
"14921",553601,"00","asian","m",15
"14922",553602,"00","asian","m",18
"14923",553701,"00","asian","m",0
"14924",553702,"00","asian","m",6
"14925",553801,"00","asian","m",7
"14926",553802,"00","asian","m",6
"14927",553901,"00","asian","m",58
"14928",553902,"00","asian","m",61
"14929",554001,"00","asian","m",62
"14930",554002,"00","asian","m",59
"14931",554101,"00","asian","m",20
"14932",554102,"00","asian","m",17
"14933",554201,"00","asian","m",51
"14934",554202,"00","asian","m",41
"14935",554300,"00","asian","m",71
"14936",554401,"00","asian","m",143
"14937",554403,"00","asian","m",31
"14938",554404,"00","asian","m",42
"14939",554511,"00","asian","m",337
"14940",554512,"00","asian","m",403
"14941",554513,"00","asian","m",207
"14942",554514,"00","asian","m",295
"14943",554515,"00","asian","m",161
"14944",554516,"00","asian","m",281
"14945",554517,"00","asian","m",318
"14946",554518,"00","asian","m",382
"14947",554519,"00","asian","m",192
"14948",554521,"00","asian","m",302
"14949",554522,"00","asian","m",355
"14950",554600,"00","asian","m",143
"14951",554700,"00","asian","m",43
"14952",554801,"00","asian","m",53
"14953",554802,"00","asian","m",193
"14954",554900,"00","asian","m",237
"14955",555001,"00","asian","m",177
"14956",555002,"00","asian","m",35
"14957",555102,"00","asian","m",134
"14958",555103,"00","asian","m",126
"14959",555104,"00","asian","m",59
"14960",555202,"00","asian","m",0
"14961",555211,"00","asian","m",18
"14962",555212,"00","asian","m",16
"14963",570002,"00","asian","m",33
"14964",570003,"00","asian","m",61
"14965",570100,"00","asian","m",39
"14966",570202,"00","asian","m",34
"14967",570203,"00","asian","m",19
"14968",570204,"00","asian","m",0
"14969",570301,"00","asian","m",52
"14970",570303,"00","asian","m",22
"14971",570304,"00","asian","m",34
"14972",570401,"00","asian","m",40
"14973",570402,"00","asian","m",12
"14974",570501,"00","asian","m",86
"14975",570502,"00","asian","m",70
"14976",570601,"00","asian","m",22
"14977",570602,"00","asian","m",141
"14978",570603,"00","asian","m",22
"14979",570701,"00","asian","m",97
"14980",570702,"00","asian","m",27
"14981",570800,"00","asian","m",57
"14982",570901,"00","asian","m",84
"14983",570902,"00","asian","m",37
"14984",571101,"00","asian","m",39
"14985",571102,"00","asian","m",35
"14986",571200,"00","asian","m",63
"14987",571300,"00","asian","m",59
"14988",571400,"00","asian","m",72
"14989",571501,"00","asian","m",192
"14990",571502,"00","asian","m",113
"14991",571701,"00","asian","m",47
"14992",571702,"00","asian","m",81
"14993",571800,"00","asian","m",22
"14994",571900,"00","asian","m",63
"14995",572001,"00","asian","m",52
"14996",572002,"00","asian","m",84
"14997",572100,"00","asian","m",41
"14998",572201,"00","asian","m",191
"14999",572202,"00","asian","m",98
"15000",572301,"00","asian","m",86
"15001",572302,"00","asian","m",70
"15002",572400,"00","asian","m",21
"15003",572500,"00","asian","m",13
"15004",572600,"00","asian","m",217
"15005",572700,"00","asian","m",241
"15006",572900,"00","asian","m",77
"15007",573001,"00","asian","m",46
"15008",573002,"00","asian","m",10
"15009",573100,"00","asian","m",94
"15010",573201,"00","asian","m",52
"15011",573202,"00","asian","m",29
"15012",573300,"00","asian","m",58
"15013",573401,"00","asian","m",32
"15014",573402,"00","asian","m",104
"15015",573403,"00","asian","m",13
"15016",573600,"00","asian","m",35
"15017",573700,"00","asian","m",39
"15018",573800,"00","asian","m",13
"15019",573902,"00","asian","m",24
"15020",574000,"00","asian","m",38
"15021",574100,"00","asian","m",40
"15022",574201,"00","asian","m",28
"15023",574202,"00","asian","m",9
"15024",574300,"00","asian","m",59
"15025",574400,"00","asian","m",57
"15026",574500,"00","asian","m",64
"15027",574602,"00","asian","m",21
"15028",574800,"00","asian","m",28
"15029",574902,"00","asian","m",58
"15030",575001,"00","asian","m",47
"15031",575002,"00","asian","m",58
"15032",575101,"00","asian","m",45
"15033",575102,"00","asian","m",8
"15034",575103,"00","asian","m",23
"15035",575201,"00","asian","m",15
"15036",575202,"00","asian","m",36
"15037",575300,"00","asian","m",23
"15038",575401,"00","asian","m",5
"15039",575402,"00","asian","m",9
"15040",575801,"00","asian","m",0
"15041",575802,"00","asian","m",11
"15042",575803,"00","asian","m",6
"15043",575901,"00","asian","m",19
"15044",575902,"00","asian","m",47
"15045",576100,"00","asian","m",18
"15046",576200,"00","asian","m",5
"15047",576300,"00","asian","m",49
"15048",576401,"00","asian","m",23
"15049",576402,"00","asian","m",39
"15050",576403,"00","asian","m",26
"15051",576501,"00","asian","m",0
"15052",576502,"00","asian","m",13
"15053",576503,"00","asian","m",0
"15054",576601,"00","asian","m",37
"15055",576602,"00","asian","m",28
"15056",576700,"00","asian","m",52
"15057",576801,"00","asian","m",72
"15058",576802,"00","asian","m",12
"15059",576901,"00","asian","m",28
"15060",576902,"00","asian","m",16
"15061",577000,"00","asian","m",80
"15062",577100,"00","asian","m",55
"15063",577200,"00","asian","m",38
"15064",577300,"00","asian","m",31
"15065",577400,"00","asian","m",18
"15066",577501,"00","asian","m",22
"15067",577502,"00","asian","m",0
"15068",577601,"00","asian","m",7
"15069",577602,"00","asian","m",51
"15070",577603,"00","asian","m",64
"15071",599000,"00","asian","m",7
"15072",600100,"00","asian","m",0
"15073",600201,"00","asian","m",0
"15074",600202,"00","asian","m",8
"15075",600301,"00","asian","m",0
"15076",600302,"00","asian","m",2
"15077",600400,"00","asian","m",5
"15078",600501,"00","asian","m",1
"15079",600502,"00","asian","m",1
"15080",600601,"00","asian","m",1
"15081",600602,"00","asian","m",0
"15082",600702,"00","asian","m",0
"15083",600703,"00","asian","m",11
"15084",600704,"00","asian","m",0
"15085",600802,"00","asian","m",4
"15086",600902,"00","asian","m",0
"15087",600911,"00","asian","m",5
"15088",600912,"00","asian","m",0
"15089",601001,"00","asian","m",0
"15090",601002,"00","asian","m",0
"15091",601100,"00","asian","m",18
"15092",601202,"00","asian","m",20
"15093",601211,"00","asian","m",0
"15094",601212,"00","asian","m",0
"15095",601302,"00","asian","m",9
"15096",601303,"00","asian","m",0
"15097",601401,"00","asian","m",8
"15098",601402,"00","asian","m",6
"15099",601501,"00","asian","m",0
"15100",601502,"00","asian","m",0
"15101",601600,"00","asian","m",2
"15102",601700,"00","asian","m",0
"15103",601801,"00","asian","m",0
"15104",601802,"00","asian","m",2
"15105",601900,"00","asian","m",0
"15106",602002,"00","asian","m",9
"15107",602003,"00","asian","m",0
"15108",602004,"00","asian","m",0
"15109",602103,"00","asian","m",35
"15110",602104,"00","asian","m",19
"15111",602105,"00","asian","m",27
"15112",602106,"00","asian","m",41
"15113",602200,"00","asian","m",51
"15114",602301,"00","asian","m",80
"15115",602302,"00","asian","m",22
"15116",602402,"00","asian","m",97
"15117",602403,"00","asian","m",36
"15118",602404,"00","asian","m",66
"15119",602501,"00","asian","m",68
"15120",602502,"00","asian","m",39
"15121",602503,"00","asian","m",54
"15122",602600,"00","asian","m",35
"15123",602700,"00","asian","m",11
"15124",602800,"00","asian","m",10
"15125",602900,"00","asian","m",20
"15126",603001,"00","asian","m",190
"15127",603003,"00","asian","m",235
"15128",603004,"00","asian","m",46
"15129",603101,"00","asian","m",207
"15130",603102,"00","asian","m",238
"15131",603200,"00","asian","m",119
"15132",603301,"00","asian","m",355
"15133",603302,"00","asian","m",326
"15134",603400,"00","asian","m",196
"15135",603500,"00","asian","m",117
"15136",603600,"00","asian","m",179
"15137",603702,"00","asian","m",164
"15138",603703,"00","asian","m",63
"15139",603704,"00","asian","m",46
"15140",603800,"00","asian","m",89
"15141",603900,"00","asian","m",64
"15142",604000,"00","asian","m",103
"15143",604100,"00","asian","m",98
"15144",609900,"00","asian","m",27
"15145",620001,"00","asian","m",45
"15146",620002,"00","asian","m",60
"15147",620101,"00","asian","m",38
"15148",620102,"00","asian","m",11
"15149",620301,"00","asian","m",25
"15150",620302,"00","asian","m",33
"15151",620400,"00","asian","m",88
"15152",620501,"00","asian","m",79
"15153",620521,"00","asian","m",58
"15154",620522,"00","asian","m",114
"15155",620601,"00","asian","m",103
"15156",620602,"00","asian","m",55
"15157",620701,"00","asian","m",118
"15158",620702,"00","asian","m",52
"15159",620800,"00","asian","m",89
"15160",620901,"00","asian","m",10
"15161",620902,"00","asian","m",16
"15162",621001,"00","asian","m",26
"15163",621002,"00","asian","m",27
"15164",621102,"00","asian","m",40
"15165",621201,"00","asian","m",73
"15166",621202,"00","asian","m",65
"15167",621301,"00","asian","m",78
"15168",621321,"00","asian","m",43
"15169",621322,"00","asian","m",55
"15170",650001,"00","asian","m",356
"15171",650002,"00","asian","m",234
"15172",650101,"00","asian","m",336
"15173",650102,"00","asian","m",88
"15174",650200,"00","asian","m",205
"15175",650300,"00","asian","m",203
"15176",650400,"00","asian","m",121
"15177",650501,"00","asian","m",99
"15178",650502,"00","asian","m",97
"15179",650601,"00","asian","m",323
"15180",650602,"00","asian","m",382
"15181",650603,"00","asian","m",112
"15182",650701,"00","asian","m",51
"15183",650702,"00","asian","m",115
"15184",650800,"00","asian","m",500
"15185",650901,"00","asian","m",115
"15186",650902,"00","asian","m",167
"15187",651001,"00","asian","m",196
"15188",651002,"00","asian","m",246
"15189",651101,"00","asian","m",194
"15190",651102,"00","asian","m",134
"15191",651201,"00","asian","m",99
"15192",651221,"00","asian","m",107
"15193",651222,"00","asian","m",266
"15194",651301,"00","asian","m",61
"15195",651302,"00","asian","m",89
"15196",651400,"00","asian","m",276
"15197",670001,"00","asian","m",30
"15198",670002,"00","asian","m",60
"15199",670003,"00","asian","m",92
"15200",670100,"00","asian","m",68
"15201",670201,"00","asian","m",81
"15202",670202,"00","asian","m",33
"15203",670301,"00","asian","m",34
"15204",670321,"00","asian","m",57
"15205",670322,"00","asian","m",44
"15206",670403,"00","asian","m",76
"15207",670405,"00","asian","m",46
"15208",670406,"00","asian","m",40
"15209",670407,"00","asian","m",242
"15210",670411,"00","asian","m",116
"15211",670413,"00","asian","m",129
"15212",670414,"00","asian","m",101
"15213",670500,"00","asian","m",12
"15214",670600,"00","asian","m",94
"15215",670701,"00","asian","m",83
"15216",670702,"00","asian","m",64
"15217",700100,"00","asian","m",12
"15218",700200,"00","asian","m",47
"15219",700300,"00","asian","m",63
"15220",700400,"00","asian","m",48
"15221",700500,"00","asian","m",95
"15222",700600,"00","asian","m",0
"15223",700700,"00","asian","m",0
"15224",700800,"00","asian","m",69
"15225",700901,"00","asian","m",46
"15226",700902,"00","asian","m",52
"15227",701000,"00","asian","m",46
"15228",701201,"00","asian","m",9
"15229",701202,"00","asian","m",23
"15230",701301,"00","asian","m",48
"15231",701302,"00","asian","m",51
"15232",701400,"00","asian","m",20
"15233",701501,"00","asian","m",53
"15234",701502,"00","asian","m",20
"15235",701601,"00","asian","m",37
"15236",701602,"00","asian","m",57
"15237",701701,"00","asian","m",39
"15238",701702,"00","asian","m",22
"15239",701801,"00","asian","m",56
"15240",701802,"00","asian","m",11
"15241",701900,"00","asian","m",11
"15242",702000,"00","asian","m",74
"15243",702100,"00","asian","m",69
"15244",702201,"00","asian","m",31
"15245",702202,"00","asian","m",33
"15246",702300,"00","asian","m",63
"15247",702400,"00","asian","m",61
"15248",702501,"00","asian","m",66
"15249",702502,"00","asian","m",88
"15250",702600,"00","asian","m",143
"15251",702700,"00","asian","m",69
"15252",702801,"00","asian","m",82
"15253",702802,"00","asian","m",25
"15254",702803,"00","asian","m",7
"15255",702901,"00","asian","m",166
"15256",703001,"00","asian","m",103
"15257",703002,"00","asian","m",49
"15258",703100,"00","asian","m",17
"15259",703200,"00","asian","m",14
"15260",800101,"00","asian","m",42
"15261",800201,"00","asian","m",38
"15262",800202,"00","asian","m",27
"15263",800302,"00","asian","m",75
"15264",800303,"00","asian","m",22
"15265",800323,"00","asian","m",25
"15266",800324,"00","asian","m",74
"15267",800325,"00","asian","m",0
"15268",800326,"00","asian","m",15
"15269",800401,"00","asian","m",3
"15270",800403,"00","asian","m",15
"15271",800502,"00","asian","m",10
"15272",900101,"00","asian","m",2
"15273",900102,"00","asian","m",0
"15274",900200,"00","asian","m",3
"15275",900300,"00","asian","m",0
"15276",900501,"00","asian","m",0
"15277",900502,"00","asian","m",47
"15278",900503,"00","asian","m",28
"15279",900504,"00","asian","m",26
"15280",900602,"00","asian","m",0
"15281",900604,"00","asian","m",27
"15282",900605,"00","asian","m",3
"15283",900606,"00","asian","m",13
"15284",900607,"00","asian","m",17
"15285",900701,"00","asian","m",6
"15286",900703,"00","asian","m",12
"15287",900705,"00","asian","m",11
"15288",900803,"00","asian","m",22
"15289",900804,"00","asian","m",9
"15290",900805,"00","asian","m",15
"15291",900806,"00","asian","m",0
"15292",900900,"00","asian","m",3
"15293",901004,"00","asian","m",44
"15294",901005,"00","asian","m",63
"15295",901006,"00","asian","m",59
"15296",901101,"00","asian","m",0
"15297",901102,"00","asian","m",4
"15298",901203,"00","asian","m",8
"15299",901205,"00","asian","m",45
"15300",910000,"00","asian","m",4
"15301",910100,"00","asian","m",3
"15302",910201,"00","asian","m",0
"15303",910203,"00","asian","m",68
"15304",910204,"00","asian","m",46
"15305",910205,"00","asian","m",0
"15306",910206,"00","asian","m",2
"15307",910302,"00","asian","m",20
"15308",910401,"00","asian","m",71
"15309",910402,"00","asian","m",0
"15310",910403,"00","asian","m",0
"15311",910404,"00","asian","m",29
"15312",910501,"00","asian","m",0
"15313",910502,"00","asian","m",0
"15314",910503,"00","asian","m",10
"15315",910601,"00","asian","m",9
"15316",910602,"00","asian","m",16
"15317",910603,"00","asian","m",19
"15318",910604,"00","asian","m",28
"15319",910703,"00","asian","m",59
"15320",910704,"00","asian","m",33
"15321",910705,"00","asian","m",26
"15322",910706,"00","asian","m",23
"15323",910707,"00","asian","m",29
"15324",910710,"00","asian","m",40
"15325",910804,"00","asian","m",4
"15326",910805,"00","asian","m",11
"15327",910807,"00","asian","m",43
"15328",910810,"00","asian","m",0
"15329",910902,"00","asian","m",0
"15330",911000,"00","asian","m",0
"15331",920013,"00","asian","m",16
"15332",920015,"00","asian","m",9
"15333",920016,"00","asian","m",32
"15334",920017,"00","asian","m",47
"15335",920018,"00","asian","m",14
"15336",920019,"00","asian","m",51
"15337",920020,"00","asian","m",54
"15338",920023,"00","asian","m",8
"15339",920028,"00","asian","m",5
"15340",920029,"00","asian","m",14
"15341",920030,"00","asian","m",88
"15342",920031,"00","asian","m",35
"15343",920034,"00","asian","m",29
"15344",920035,"00","asian","m",71
"15345",920036,"00","asian","m",24
"15346",920037,"00","asian","m",49
"15347",920038,"00","asian","m",16
"15348",920039,"00","asian","m",31
"15349",920040,"00","asian","m",0
"15350",920041,"00","asian","m",0
"15351",920042,"00","asian","m",51
"15352",920103,"00","asian","m",25
"15353",920105,"00","asian","m",101
"15354",920106,"00","asian","m",5
"15355",920110,"00","asian","m",93
"15356",920111,"00","asian","m",47
"15357",920112,"00","asian","m",28
"15358",920113,"00","asian","m",73
"15359",920312,"00","asian","m",27
"15360",920313,"00","asian","m",28
"15361",920322,"00","asian","m",21
"15362",920326,"00","asian","m",50
"15363",920327,"00","asian","m",45
"15364",920329,"00","asian","m",73
"15365",920330,"00","asian","m",59
"15366",920334,"00","asian","m",50
"15367",920335,"00","asian","m",39
"15368",930000,"00","asian","m",9
"15369",101110,"00","asian","h",26
"15370",101120,"00","asian","h",19
"15371",101210,"00","asian","h",12
"15372",101220,"00","asian","h",7
"15373",101300,"00","asian","h",13
"15374",101400,"00","asian","h",22
"15375",102101,"00","asian","h",13
"15376",102102,"00","asian","h",51
"15377",103101,"00","asian","h",17
"15378",103102,"00","asian","h",4
"15379",103200,"00","asian","h",30
"15380",103400,"00","asian","h",6
"15381",104103,"00","asian","h",22
"15382",104104,"00","asian","h",17
"15383",104105,"00","asian","h",26
"15384",104106,"00","asian","h",0
"15385",104201,"00","asian","h",0
"15386",104202,"00","asian","h",6
"15387",104310,"00","asian","h",0
"15388",104320,"00","asian","h",0
"15389",104401,"00","asian","h",1
"15390",104402,"00","asian","h",0
"15391",104500,"00","asian","h",2
"15392",104610,"00","asian","h",6
"15393",104620,"00","asian","h",0
"15394",104701,"00","asian","h",0
"15395",104702,"00","asian","h",0
"15396",104810,"00","asian","h",5
"15397",104820,"00","asian","h",16
"15398",106010,"00","asian","h",5
"15399",106020,"00","asian","h",27
"15400",106111,"00","asian","h",11
"15401",106112,"00","asian","h",4
"15402",106113,"00","asian","h",0
"15403",106114,"00","asian","h",0
"15404",106402,"00","asian","h",9
"15405",106403,"00","asian","h",0
"15406",106404,"00","asian","h",0
"15407",106510,"00","asian","h",41
"15408",106520,"00","asian","h",0
"15409",106602,"00","asian","h",75
"15410",106603,"00","asian","h",74
"15411",106604,"00","asian","h",51
"15412",106605,"00","asian","h",50
"15413",106641,"00","asian","h",24
"15414",106642,"00","asian","h",9
"15415",106643,"00","asian","h",84
"15416",107010,"00","asian","h",15
"15417",107020,"00","asian","h",7
"15418",108101,"00","asian","h",49
"15419",108102,"00","asian","h",134
"15420",108103,"00","asian","h",174
"15421",108104,"00","asian","h",52
"15422",108200,"00","asian","h",316
"15423",109100,"00","asian","h",24
"15424",109200,"00","asian","h",54
"15425",109300,"00","asian","h",19
"15426",109400,"00","asian","h",0
"15427",109500,"00","asian","h",2
"15428",109601,"00","asian","h",15
"15429",109602,"00","asian","h",15
"15430",109700,"00","asian","h",53
"15431",109800,"00","asian","h",13
"15432",111100,"00","asian","h",50
"15433",111201,"00","asian","h",35
"15434",111202,"00","asian","h",23
"15435",111203,"00","asian","h",37
"15436",111204,"00","asian","h",151
"15437",111301,"00","asian","h",85
"15438",111302,"00","asian","h",45
"15439",111400,"00","asian","h",46
"15440",113100,"00","asian","h",102
"15441",113202,"00","asian","h",34
"15442",113211,"00","asian","h",20
"15443",113212,"00","asian","h",34
"15444",113213,"00","asian","h",75
"15445",113232,"00","asian","h",22
"15446",113233,"00","asian","h",16
"15447",113234,"00","asian","h",23
"15448",113303,"00","asian","h",35
"15449",113321,"00","asian","h",25
"15450",113322,"00","asian","h",70
"15451",113401,"00","asian","h",55
"15452",113421,"00","asian","h",35
"15453",113422,"00","asian","h",48
"15454",115101,"00","asian","h",87
"15455",115102,"00","asian","h",6
"15456",115201,"00","asian","h",37
"15457",115202,"00","asian","h",61
"15458",115301,"00","asian","h",31
"15459",115302,"00","asian","h",0
"15460",115401,"00","asian","h",52
"15461",115402,"00","asian","h",47
"15462",117100,"00","asian","h",62
"15463",117200,"00","asian","h",59
"15464",117301,"00","asian","h",45
"15465",117302,"00","asian","h",46
"15466",117303,"00","asian","h",53
"15467",117404,"00","asian","h",53
"15468",117405,"00","asian","h",0
"15469",117406,"00","asian","h",6
"15470",117510,"00","asian","h",0
"15471",117520,"00","asian","h",12
"15472",117530,"00","asian","h",12
"15473",119000,"00","asian","h",15
"15474",119100,"00","asian","h",15
"15475",119200,"00","asian","h",4
"15476",119310,"00","asian","h",6
"15477",119320,"00","asian","h",15
"15478",119330,"00","asian","h",55
"15479",119340,"00","asian","h",0
"15480",119400,"00","asian","h",13
"15481",119700,"00","asian","h",80
"15482",119800,"00","asian","h",44
"15483",119900,"00","asian","h",88
"15484",120010,"00","asian","h",0
"15485",120020,"00","asian","h",0
"15486",120101,"00","asian","h",17
"15487",120102,"00","asian","h",37
"15488",120300,"00","asian","h",34
"15489",120400,"00","asian","h",30
"15490",121010,"00","asian","h",39
"15491",121020,"00","asian","h",16
"15492",121100,"00","asian","h",30
"15493",121210,"00","asian","h",31
"15494",121220,"00","asian","h",0
"15495",121600,"00","asian","h",47
"15496",121800,"00","asian","h",4
"15497",121900,"00","asian","h",21
"15498",122000,"00","asian","h",31
"15499",122110,"00","asian","h",13
"15500",122120,"00","asian","h",0
"15501",122200,"00","asian","h",20
"15502",122410,"00","asian","h",0
"15503",122420,"00","asian","h",12
"15504",123010,"00","asian","h",0
"15505",123020,"00","asian","h",12
"15506",123103,"00","asian","h",19
"15507",123104,"00","asian","h",0
"15508",123203,"00","asian","h",0
"15509",123204,"00","asian","h",0
"15510",123205,"00","asian","h",4
"15511",123206,"00","asian","h",16
"15512",123301,"00","asian","h",89
"15513",123303,"00","asian","h",0
"15514",123304,"00","asian","h",6
"15515",123410,"00","asian","h",32
"15516",123420,"00","asian","h",0
"15517",123510,"00","asian","h",49
"15518",123520,"00","asian","h",0
"15519",123601,"00","asian","h",0
"15520",123602,"00","asian","h",0
"15521",123700,"00","asian","h",4
"15522",123800,"00","asian","h",25
"15523",123900,"00","asian","h",36
"15524",124000,"00","asian","h",0
"15525",124101,"00","asian","h",21
"15526",124102,"00","asian","h",0
"15527",124201,"00","asian","h",16
"15528",124202,"00","asian","h",0
"15529",124300,"00","asian","h",0
"15530",124400,"00","asian","h",3
"15531",124500,"00","asian","h",6
"15532",124600,"00","asian","h",13
"15533",124700,"00","asian","h",17
"15534",124901,"00","asian","h",13
"15535",125100,"00","asian","h",19
"15536",125200,"00","asian","h",0
"15537",125310,"00","asian","h",0
"15538",125320,"00","asian","h",0
"15539",125400,"00","asian","h",23
"15540",125500,"00","asian","h",0
"15541",125600,"00","asian","h",17
"15542",127101,"00","asian","h",0
"15543",127102,"00","asian","h",12
"15544",127210,"00","asian","h",4
"15545",127220,"00","asian","h",6
"15546",127300,"00","asian","h",26
"15547",127400,"00","asian","h",4
"15548",127510,"00","asian","h",10
"15549",127601,"00","asian","h",0
"15550",127602,"00","asian","h",20
