"datazone","stayer","total","mover","one_year_mover_prop","ten_year_stayer_prop"
"S01000236",652,737,85,0.115332428765265,0.293630441913022
"S01000237",857,956,99,0.103556485355649,0.335142339108859
"S01000238",459,576,117,0.203125,0.103252843625471
"S01000239",685,771,86,0.111543450064851,0.30645162910459
"S01000240",683,760,77,0.101315789473684,0.343614208764069
"S01000241",690,779,89,0.114249037227214,0.297246213242469
"S01000242",561,711,150,0.210970464135021,0.0935260527179453
"S01000243",704,801,97,0.121098626716604,0.275043528302979
"S01000244",967,1136,169,0.148767605633803,0.19974753431275
"S01000245",886,1034,148,0.143133462282398,0.2133692503114
"S01000246",719,788,69,0.0875634517766497,0.399969365375493
"S01000247",735,814,79,0.097051597051597,0.360271030641859
"S01000248",794,933,139,0.14898177920686,0.199245529938106
"S01000249",684,774,90,0.116279069767442,0.290503527568264
"S01000250",741,878,137,0.156036446469248,0.183331427782699
"S01000251",470,536,66,0.123134328358209,0.268738991116432
"S01000252",809,946,137,0.144820295983087,0.209205863300754
"S01000253",713,767,54,0.0704041720990874,0.481883059491797
"S01000254",726,867,141,0.162629757785467,0.169502158190147
"S01000255",593,695,102,0.146762589928058,0.204502625352803
"S01000256",842,992,150,0.151209677419355,0.194090461846252
"S01000257",779,877,98,0.111744583808438,0.305758573166898
"S01000258",622,748,126,0.168449197860963,0.158083982501052
"S01000259",583,666,83,0.124624624624625,0.26420635276404
"S01000260",770,1005,235,0.233830845771144,0.0697022237973299
"S01000261",908,1063,155,0.145813734713076,0.206788241467369
"S01000262",886,1024,138,0.134765625,0.235146030853725
"S01000263",739,929,190,0.204520990312164,0.101458221237868
"S01000264",977,1078,101,0.0936920222634508,0.373902207040055
"S01000265",732,824,92,0.111650485436893,0.30608263652589
"S01000266",910,1045,135,0.129186602870813,0.25075581828493
"S01000267",643,747,104,0.139223560910308,0.223307706480377
"S01000268",717,831,114,0.137184115523466,0.228655324479015
"S01000269",587,683,96,0.140556368960469,0.219874049811686
"S01000270",885,1030,145,0.140776699029126,0.219311022602193
"S01000271",825,1001,176,0.175824175824176,0.144610128059448
"S01000272",854,1011,157,0.155291790306627,0.184955457656265
"S01000273",365,558,193,0.345878136200717,0.0143412383959648
"S01000274",563,632,69,0.109177215189873,0.314711900555188
"S01000275",933,1024,91,0.0888671875,0.394291006347264
"S01000276",683,809,126,0.1557478368356,0.183959330650505
"S01000277",596,728,132,0.181318681318681,0.13525359092735
"S01000278",500,571,71,0.124343257443082,0.265056806362038
"S01000279",540,671,131,0.195230998509687,0.113949492827549
"S01000280",548,701,153,0.218259629101284,0.0852364601318248
"S01000281",605,739,134,0.181326116373478,0.135241308043393
"S01000282",599,735,136,0.185034013605442,0.129239370221731
"S01000283",772,986,214,0.217038539553753,0.0865772633524564
"S01000284",756,875,119,0.136,0.231812806445088
"S01000285",633,717,84,0.117154811715481,0.287637525211717
"S01000286",785,1016,231,0.227362204724409,0.075815759152212
"S01000287",627,765,138,0.180392156862745,0.1367921125935
"S01000288",838,971,133,0.13697219361483,0.229217561071183
"S01000289",786,933,147,0.157556270096463,0.18005659079792
"S01000290",698,885,187,0.211299435028249,0.0931368443745416
"S01000291",746,892,146,0.163677130044843,0.167393939755
"S01000292",878,1051,173,0.164605137963844,0.165545735912468
"S01000293",663,857,194,0.226371061843641,0.076793960279178
"S01000294",635,785,150,0.191082802547771,0.119961167960737
"S01000295",574,655,81,0.123664122137405,0.267119703547686
"S01000296",504,566,62,0.109540636042403,0.313430353552179
"S01000297",732,893,161,0.180291153415454,0.136960780323171
"S01000298",287,547,260,0.475319926873857,0.00158105036218355
"S01000299",846,1040,194,0.186538461538462,0.126873300380453
"S01000300",695,833,138,0.165666266506603,0.163454932961344
"S01000301",524,611,87,0.142389525368249,0.215228989863523
"S01000302",519,622,103,0.165594855305466,0.163594889065419
"S01000303",556,660,104,0.157575757575758,0.180014944291079
"S01000304",854,952,98,0.102941176470588,0.33744983726976
"S01000305",961,1113,152,0.136567834681042,0.230293793292054
"S01000306",671,795,124,0.155974842767296,0.183465291443227
"S01000307",914,1071,157,0.146591970121382,0.204911932453318
"S01000308",915,1062,147,0.138418079096045,0.225406156234302
"S01000309",689,860,171,0.198837209302326,0.108945101200904
"S01000310",827,980,153,0.156122448979592,0.183144693003085
"S01000311",856,1039,183,0.176130895091434,0.144072857921006
"S01000312",571,682,111,0.162756598240469,0.169245580147315
"S01000313",669,746,77,0.103217158176944,0.336413103078248
"S01000314",539,614,75,0.12214983713355,0.271771518179777
"S01000315",614,695,81,0.116546762589928,0.289624745724741
"S01000316",721,835,114,0.136526946107784,0.230402874143035
"S01000317",482,583,101,0.173241852487136,0.149205500838865
"S01000318",536,615,79,0.128455284552846,0.252869668474366
"S01000319",668,805,137,0.170186335403727,0.15481242768917
"S01000320",671,785,114,0.145222929936306,0.208222968786165
"S01000321",540,634,94,0.148264984227129,0.200930108802945
"S01000322",928,1160,232,0.2,0.1073741824
"S01000323",787,943,156,0.16542948038176,0.163919415280527
"S01000324",816,952,136,0.142857142857143,0.214058315601308
"S01000325",549,652,103,0.157975460122699,0.179162654001268
"S01000326",707,817,110,0.134638922888617,0.235490598060099
"S01000327",836,971,135,0.13903192584964,0.223805355830407
"S01000328",572,636,64,0.10062893081761,0.34624948127542
"S01000329",548,657,109,0.165905631659056,0.162986595889102
"S01000330",649,785,136,0.173248407643312,0.149193671134285
"S01000331",588,658,70,0.106382978723404,0.324723952575836
"S01000332",597,753,156,0.207171314741036,0.0981281360080137
"S01000333",733,893,160,0.179171332586786,0.138843373587812
"S01000334",796,937,141,0.150480256136606,0.195764873683486
"S01000335",602,698,96,0.137535816618911,0.227724987205442
"S01000336",699,914,215,0.235229759299781,0.0684399683639422
"S01000337",615,750,135,0.18,0.137448031335961
"S01000338",455,582,127,0.218213058419244,0.0852872517314954
"S01000339",985,1164,179,0.153780068728522,0.188292274609821
"S01000340",901,1059,158,0.149197355996223,0.19874138348329
"S01000341",678,823,145,0.176184690157959,0.143978812252578
"S01000342",462,565,103,0.182300884955752,0.133639633940036
"S01000343",598,694,96,0.138328530259366,0.225640542563006
"S01000344",834,967,133,0.137538779731127,0.227717163526821
"S01000345",591,722,131,0.181440443213296,0.135052563796821
"S01000346",643,735,92,0.125170068027211,0.262564700361834
"S01000347",437,518,81,0.156370656370656,0.182606726958602
"S01000348",739,875,136,0.155428571428571,0.184656182848301
"S01000349",549,640,91,0.1421875,0.215736537744452
"S01000350",770,1031,261,0.253152279340446,0.0539909039653574
"S01000351",932,1103,171,0.155031731640979,0.185525665933318
"S01000352",751,847,96,0.113341204250295,0.300306869475201
"S01000353",572,728,156,0.214285714285714,0.089669860639415
"S01000354",550,659,109,0.165402124430956,0.163973153494879
"S01000355",644,749,105,0.14018691588785,0.220821063216078
"S01000356",578,654,76,0.116207951070336,0.29073739909106
"S01000357",630,746,116,0.155495978552279,0.184508857563102
"S01000358",936,1152,216,0.1875,0.125381567931072
"S01000359",784,902,118,0.130820399113082,0.246090728224997
"S01000360",470,530,60,0.113207547169811,0.300759866478133
"S01000361",556,664,108,0.162650602409639,0.16945996881145
"S01000362",870,959,89,0.0928050052137643,0.377577802440634
"S01000363",884,1033,149,0.144240077444337,0.210629615487897
"S01000364",832,950,118,0.124210526315789,0.2654588508395
"S01000365",597,688,91,0.132267441860465,0.242024275612656
"S01000366",720,789,69,0.0874524714828897,0.400456117262743
"S01000367",711,800,89,0.11125,0.307465319980538
"S01000368",725,879,154,0.175199089874858,0.145710656519937
"S01000369",909,1040,131,0.125961538461538,0.260198889813361
"S01000370",727,875,148,0.169142857142857,0.156770223814535
"S01000371",860,1011,151,0.149357072205737,0.198368612905192
"S01000372",906,1040,134,0.128846153846154,0.251737887707457
"S01000373",508,620,112,0.180645161290323,0.136370435635457
"S01000374",651,782,131,0.167519181585678,0.159860937328565
"S01000375",622,688,66,0.0959302325581395,0.364770295122416
"S01000376",836,953,117,0.122770199370409,0.26985704971352
"S01000377",674,776,102,0.131443298969072,0.244332789216917
"S01000378",540,621,81,0.130434782608696,0.247184706121866
"S01000379",490,606,116,0.191419141914191,0.11946331410906
"S01000380",706,800,94,0.1175,0.286514852854552
"S01000381",896,1001,105,0.104895104895105,0.330171301614768
"S01000382",680,825,145,0.175757575757576,0.144727027231079
"S01000383",671,758,87,0.114775725593668,0.295483439293368
"S01000384",677,788,111,0.140862944162437,0.219090987052181
"S01000385",510,621,111,0.178743961352657,0.139567969175043
"S01000386",706,810,104,0.128395061728395,0.25304445310095
"S01000387",803,906,103,0.113686534216336,0.29913930204401
"S01000388",635,865,230,0.265895953757225,0.0454544260440859
"S01000389",547,705,158,0.224113475177305,0.0790646027866592
"S01000390",680,774,94,0.121447028423773,0.273955182306914
"S01000391",556,710,154,0.216901408450704,0.086729017913027
"S01000392",607,767,160,0.208604954367666,0.0963680944024466
"S01000393",797,907,110,0.121278941565601,0.27447977140841
"S01000394",606,775,169,0.218064516129032,0.0854494391576197
"S01000395",664,798,134,0.167919799498747,0.159093296288464
"S01000396",876,988,112,0.11336032388664,0.300242118513106
"S01000397",972,1072,100,0.0932835820895522,0.375590670191199
"S01000398",655,830,175,0.210843373493976,0.0936768063288784
"S01000399",515,637,122,0.191522762951334,0.119310308060029
"S01000400",641,752,111,0.147606382978723,0.202489211521525
"S01000401",748,894,146,0.16331096196868,0.168128287991522
"S01000402",565,745,180,0.241610738255034,0.0629392771391756
"S01000403",747,853,106,0.124267291910903,0.265286839920889
"S01000404",698,822,124,0.150851581508516,0.194910865886385
"S01000405",543,616,73,0.118506493506494,0.283263863466152
"S01000406",568,697,129,0.185078909612626,0.12916819064381
"S01000407",603,719,116,0.161335187760779,0.172140958791863
"S01000408",449,553,104,0.188065099457505,0.124512254550002
"S01000409",635,723,88,0.121715076071923,0.27312048814106
"S01000410",599,697,98,0.140602582496413,0.219755848936389
"S01000411",561,704,143,0.203125,0.103252843625471
"S01000412",742,841,99,0.117717003567182,0.285811102239727
"S01000413",724,846,122,0.144208037825059,0.210708488424212
"S01000414",683,790,107,0.135443037974684,0.233311488220271
"S01000415",557,646,89,0.137770897832817,0.227105039704111
"S01000416",592,722,130,0.18005540166205,0.1373551955478
"S01000417",933,1048,115,0.109732824427481,0.312754531560992
"S01000418",652,791,139,0.175726927939317,0.144780850108254
"S01000419",609,723,114,0.157676348547718,0.179800110119612
"S01000420",915,1095,180,0.164383561643836,0.165985346312033
"S01000421",537,656,119,0.18140243902439,0.135115279277519
"S01000422",656,772,116,0.150259067357513,0.196275182749961
"S01000423",855,942,87,0.0923566878980892,0.379447870053024
"S01000424",640,769,129,0.167750325097529,0.159417627603039
"S01000425",718,838,120,0.143198090692124,0.21320837302983
"S01000426",735,863,128,0.148319814600232,0.200800797671281
"S01000427",708,849,141,0.166077738515901,0.162650601787653
"S01000428",721,851,130,0.152761457109283,0.190571102442559
"S01000429",745,825,80,0.096969696969697,0.360597940497292
"S01000430",522,603,81,0.134328358208955,0.236337103511709
"S01000431",633,752,119,0.158244680851064,0.178590640262745
"S01000432",895,1060,165,0.155660377358491,0.184149990383409
"S01000433",485,549,64,0.116575591985428,0.289530247454016
"S01000434",629,747,118,0.157965194109772,0.179184498816345
"S01000435",522,595,73,0.122689075630252,0.270106709786983
"S01000436",658,736,78,0.105978260869565,0.326197623563249
"S01000437",950,1095,145,0.132420091324201,0.241598849107639
"S01000438",655,771,116,0.150453955901427,0.195825488867551
"S01000439",616,795,179,0.225157232704403,0.0780074057561348
"S01000440",823,927,104,0.112189859762675,0.304229280740975
"S01000441",800,928,128,0.137931034482759,0.226683603446804
"S01000442",806,936,130,0.138888888888889,0.22417745303365
"S01000443",533,630,97,0.153968253968254,0.187873962690817
"S01000444",529,622,93,0.14951768488746,0.19799438469643
"S01000445",895,1039,144,0.138594802694899,0.224944240330493
"S01000446",849,1007,158,0.156901688182721,0.181460539149038
"S01000447",518,556,38,0.0683453237410072,0.49266269885917
"S01000448",571,695,124,0.17841726618705,0.140124164647582
"S01000449",700,823,123,0.149453219927096,0.198144511917244
"S01000450",599,706,107,0.151558073654391,0.193295264012771
"S01000451",715,860,145,0.168604651162791,0.157788702718927
"S01000452",497,614,117,0.190553745928339,0.120748063903298
"S01000453",523,595,72,0.121008403361345,0.275326003870937
"S01000454",444,535,91,0.170093457943925,0.154985789852308
"S01000455",797,956,159,0.166317991631799,0.162182612230597
"S01000456",650,783,133,0.169859514687101,0.155423235596744
"S01000457",811,925,114,0.123243243243243,0.268405378766943
"S01000458",773,924,151,0.163419913419913,0.167909483991222
"S01000459",966,1120,154,0.1375,0.227819575057808
"S01000460",711,802,91,0.113466334164589,0.299883329800403
"S01000461",793,933,140,0.15005359056806,0.196750314713616
"S01000462",963,1101,138,0.125340599455041,0.262053329232338
"S01000463",636,1008,372,0.369047619047619,0.00999921336170334
"S01000464",694,828,134,0.161835748792271,0.171116282530838
"S01000465",586,696,110,0.158045977011494,0.179012667484754
"S01000466",749,867,118,0.136101499423299,0.231540625522671
"S01000467",573,677,104,0.153618906942393,0.188651182951732
"S01000468",497,557,60,0.107719928186715,0.319898302525567
"S01000469",646,759,113,0.148880105401845,0.199483702816823
"S01000470",1119,1364,245,0.179618768328446,0.13808838871591
"S01000471",550,631,81,0.128367670364501,0.253123986989289
"S01000472",802,876,74,0.0844748858447489,0.41371628968208
"S01000473",711,826,115,0.139225181598063,0.223303502032128
"S01000474",593,698,105,0.150429799426934,0.195881178124106
"S01000475",777,933,156,0.167202572347267,0.160469962285367
"S01000476",518,625,107,0.1712,0.152931667535318
"S01000477",746,824,78,0.0946601941747573,0.369927108407023
"S01000478",827,925,98,0.105945945945946,0.326315548727139
"S01000479",910,1011,101,0.0999010880316518,0.349061834904926
"S01000480",645,703,58,0.0825035561877667,0.422711337498842
"S01000481",746,830,84,0.101204819277108,0.344038741995968
"S01000482",733,916,183,0.199781659388646,0.107667594386182
"S01000483",899,1058,159,0.150283553875236,0.196218630542358
"S01000484",717,898,181,0.201559020044543,0.105299956070578
"S01000485",1042,1141,99,0.0867659947414549,0.403478823174775
"S01000486",728,1019,291,0.285574092247301,0.0346395269949825
"S01000487",531,625,94,0.1504,0.195949896027365
"S01000488",674,762,88,0.115485564304462,0.293122564738814
"S01000489",825,1006,181,0.179920477137177,0.137581385387253
"S01000490",490,574,84,0.146341463414634,0.205514219632257
"S01000491",542,650,108,0.166153846153846,0.162502220205864
"S01000492",860,1041,181,0.173871277617675,0.148073457532223
"S01000493",548,630,82,0.13015873015873,0.247970541443247
"S01000494",517,612,95,0.155228758169935,0.18509351779373
"S01000495",902,1012,110,0.108695652173913,0.316417321868319
"S01000496",502,613,111,0.181076672104405,0.135653944411048
"S01000497",598,660,62,0.0939393939393939,0.372882914523227
"S01000498",508,587,79,0.13458262350937,0.235643850349588
"S01000499",732,866,134,0.15473441108545,0.186179513192543
"S01000500",652,722,70,0.0969529085872576,0.360664985452525
"S01000501",588,661,73,0.110438729198185,0.310283488754836
"S01000502",497,577,80,0.138648180242634,0.224804890992612
"S01000503",472,572,100,0.174825174825175,0.146372570066628
"S01000504",667,838,171,0.204057279236277,0.102051208693653
"S01000505",712,819,107,0.130647130647131,0.246581743359014
"S01000506",587,709,122,0.172073342736248,0.151327779890612
"S01000507",1039,1149,110,0.0957354221061793,0.365557070809744
"S01000508",803,944,141,0.149364406779661,0.198351509456068
"S01000509",1000,1097,97,0.0884229717411121,0.396217564643245
"S01000510",614,706,92,0.130311614730878,0.247535049350815
"S01000511",525,601,76,0.126455906821963,0.258730908826969
"S01000512",804,950,146,0.153684210526316,0.188505677316783
"S01000513",797,912,115,0.12609649122807,0.259797418095612
"S01000514",469,571,102,0.178633975481611,0.139754996829564
"S01000515",532,603,71,0.117744610281924,0.285721684278636
"S01000516",630,685,55,0.0802919708029197,0.433011848000399
"S01000517",602,700,98,0.14,0.221301578888031
"S01000518",816,921,105,0.11400651465798,0.298061090171195
"S01000519",450,493,43,0.0872210953346856,0.401472631806865
"S01000520",936,1088,152,0.139705882352941,0.222059590071636
"S01000521",866,980,114,0.116326530612245,0.290347548336254
"S01000522",573,657,84,0.127853881278539,0.254620006021745
"S01000523",756,863,107,0.123986095017381,0.266139905208292
"S01000524",600,692,92,0.132947976878613,0.24013284114052
"S01000525",912,1043,131,0.125599232981783,0.261279477570005
"S01000526",896,1043,147,0.140939597315436,0.218895590127684
"S01000527",556,637,81,0.127158555729984,0.256657282998791
"S01000528",759,926,167,0.180345572354212,0.136869881779063
"S01000529",666,787,121,0.153748411689962,0.188362726499963
"S01000530",427,525,98,0.186666666666667,0.126673484214774
"S01000531",487,582,95,0.163230240549828,0.168290563901805
"S01000532",735,874,139,0.159038901601831,0.17691272193602
"S01000533",718,811,93,0.114673242909988,0.295825699638675
"S01000534",751,858,107,0.124708624708625,0.263952932625966
"S01000535",921,1033,112,0.108422071636012,0.317389888510108
"S01000536",486,559,73,0.130590339892665,0.24674287103221
"S01000537",532,606,74,0.122112211221122,0.271888025805893
"S01000538",739,845,106,0.125443786982249,0.261744337137116
"S01000539",920,1125,205,0.182222222222222,0.133768251065037
"S01000540",743,856,113,0.132009345794393,0.242745110474573
"S01000541",495,610,115,0.188524590163934,0.123809405783115
"S01000542",623,718,95,0.132311977715877,0.241900086783683
"S01000543",763,862,99,0.114849187935035,0.295238317221802
"S01000544",707,784,77,0.0982142857142857,0.35565876092834
"S01000545",657,762,105,0.137795275590551,0.227040838585151
"S01000546",627,739,112,0.151556156968877,0.19329963072294
"S01000547",509,582,73,0.125429553264605,0.261786940091681
"S01000548",962,1047,85,0.0811843361986628,0.428828759369995
"S01000549",1032,1197,165,0.137844611528822,0.226910957726574
"S01000550",537,600,63,0.105,0.329784586096516
"S01000551",781,866,85,0.0981524249422633,0.355902811350085
"S01000552",533,589,56,0.0950764006791171,0.368229978343268
"S01000553",902,1015,113,0.111330049261084,0.307188499745807
"S01000554",692,866,174,0.200923787528868,0.106140718796814
"S01000555",838,949,111,0.116965226554268,0.288255804996792
"S01000556",809,952,143,0.150210084033613,0.196388354951214
"S01000557",813,943,130,0.137857900318134,0.226875985344439
"S01000558",527,618,91,0.147249190938511,0.203339336090257
"S01000559",648,751,103,0.137150466045273,0.2287445148027
"S01000560",961,1126,165,0.146536412078153,0.2050453720431
"S01000561",947,1122,175,0.155971479500891,0.183472602288294
"S01000562",872,1029,157,0.152575315840622,0.19099020800281
"S01000563",552,749,197,0.2630173564753,0.0472685848413235
"S01000564",807,1060,253,0.238679245283019,0.0654149019205941
"S01000565",661,760,99,0.130263157894737,0.247673004202307
"S01000566",757,969,212,0.218782249742002,0.0846683359794655
"S01000567",732,835,103,0.123353293413174,0.268068667601912
"S01000568",516,578,62,0.107266435986159,0.321527876350385
"S01000569",706,795,89,0.111949685534591,0.305053297539192
"S01000570",887,1003,116,0.115653040877368,0.292568030477734
"S01000571",709,825,116,0.140606060606061,0.219746955251085
"S01000572",765,841,76,0.0903686087990487,0.387841603363784
"S01000573",572,663,91,0.137254901960784,0.228467802182885
"S01000574",765,848,83,0.097877358490566,0.356989817630145
"S01000575",608,708,100,0.141242937853107,0.218123880748947
"S01000576",567,696,129,0.185344827586207,0.128747318599518
"S01000577",553,629,76,0.120826709062003,0.275895653499523
"S01000578",679,744,65,0.0873655913978495,0.400837539270054
"S01000579",725,867,142,0.163783160322953,0.167181836223666
"S01000580",516,719,203,0.282336578581363,0.0362416625630848
"S01000581",669,746,77,0.103217158176944,0.336413103078248
"S01000582",686,786,100,0.127226463104326,0.256457672615019
"S01000583",709,813,104,0.127921279212792,0.254423308523932
"S01000584",702,849,147,0.173144876325088,0.149380606662967
"S01000585",850,1042,192,0.18426103646833,0.130470422125275
"S01000586",727,818,91,0.111246943765281,0.307475893265794
"S01000587",710,815,105,0.128834355828221,0.251771982593632
"S01000588",558,680,122,0.179411764705882,0.13843721770605
"S01000589",594,693,99,0.142857142857143,0.214058315601308
"S01000590",708,840,132,0.157142857142857,0.180942137447462
"S01000591",620,681,61,0.0895741556534508,0.391242275245658
"S01000592",857,971,114,0.11740473738414,0.286824285336672
"S01000593",527,615,88,0.143089430894309,0.213478918697684
"S01000594",596,684,88,0.128654970760234,0.252290896615871
"S01000595",781,900,119,0.132222222222222,0.242150429886044
"S01000596",882,998,116,0.11623246492986,0.29065676693047
"S01000597",1036,1118,82,0.073345259391771,0.466852317027136
"S01000598",447,537,90,0.167597765363128,0.159710097321069
"S01000599",767,883,116,0.131370328425821,0.244538139522072
"S01000600",673,773,100,0.129366106080207,0.250239407481991
"S01000601",1008,1163,155,0.133276010318143,0.239225887153995
"S01000602",620,736,116,0.157608695652174,0.179944572350725
"S01000603",787,867,80,0.0922722029988466,0.379801214212121
"S01000604",988,1140,152,0.133333333333333,0.2390677160551
"S01000605",800,941,141,0.149840595111583,0.19724392480966
"S01000606",679,924,245,0.265151515151515,0.0459174784248276
"S01000607",736,837,101,0.120669056152927,0.276390787598527
"S01000608",830,1102,272,0.246823956442831,0.0587441979447425
"S01000609",890,1131,241,0.213085764809903,0.0910487561661761
"S01000610",658,920,262,0.284782608695652,0.0350252031309268
"S01000611",568,695,127,0.18273381294964,0.13293376684641
"S01000612",884,1128,244,0.216312056737589,0.0873839462795916
"S01000613",909,1112,203,0.182553956834532,0.13322660463402
"S01000614",653,769,116,0.150845253576073,0.194925391311228
"S01000615",677,853,176,0.206330597889801,0.0991736677701184
"S01000616",1035,1449,414,0.285714285714286,0.0345716130336078
"S01000617",567,673,106,0.157503714710253,0.180168949645252
"S01000618",785,869,84,0.096662830840046,0.361825193442057
"S01000619",615,814,199,0.244471744471744,0.0606048120702128
"S01000620",728,1014,286,0.282051282051282,0.0363859939658591
"S01000621",906,1108,202,0.182310469314079,0.133623970689845
"S01000622",426,599,173,0.28881469115192,0.0330999827263833
"S01000623",734,836,102,0.12200956937799,0.272206082121874
"S01000624",567,641,74,0.115444617784711,0.293258287221152
"S01000625",613,749,136,0.181575433911883,0.134830010452841
"S01000626",753,935,182,0.194652406417112,0.11477139313281
"S01000627",875,1004,129,0.128486055776892,0.252780403139567
"S01000628",528,638,110,0.172413793103448,0.150706657615591
"S01000629",580,775,195,0.251612903225806,0.055114124198636
"S01000630",682,791,109,0.137800252844501,0.227027732526651
"S01000631",585,687,102,0.148471615720524,0.20044318280916
"S01000632",550,640,90,0.140625,0.219698532039712
"S01000633",581,677,96,0.141802067946824,0.216707846813567
"S01000634",747,899,152,0.169076751946607,0.15689499902637
"S01000635",635,712,77,0.10814606741573,0.318373796700674
"S01000636",447,539,92,0.170686456400742,0.153881913993465
"S01000637",550,639,89,0.139280125195618,0.223161007456895
"S01000638",461,531,70,0.131826741996234,0.243256269962209
"S01000639",556,650,94,0.144615384615385,0.209707686627954
"S01000640",606,706,100,0.141643059490085,0.217109701950883
"S01000641",734,856,122,0.142523364485981,0.214893338216454
"S01000642",754,882,128,0.145124716553288,0.208462339493544
"S01000643",586,660,74,0.112121212121212,0.304464600095452
"S01000644",626,716,90,0.125698324022346,0.260983534826461
"S01000645",785,1010,225,0.222772277227723,0.0804419944177832
"S01000646",779,884,105,0.118778280542986,0.282391699170012
"S01000647",818,937,119,0.127001067235859,0.257120750955072
"S01000648",824,988,164,0.165991902834008,0.162818095742066
"S01000649",529,647,118,0.182380216383308,0.133510036201792
"S01000650",695,788,93,0.118020304568528,0.284830092564739
"S01000651",712,879,167,0.189988623435722,0.121593731282504
"S01000652",750,860,110,0.127906976744186,0.254465038127744
"S01000653",872,1057,185,0.175023651844844,0.146020884992173
"S01000654",853,1029,176,0.171039844509232,0.153227446438478
"S01000655",700,918,218,0.237472766884532,0.0664589672385544
"S01000656",704,882,178,0.201814058956916,0.10496408882781
"S01000657",683,823,140,0.170109356014581,0.154956102622252
"S01000658",507,638,131,0.205329153605016,0.100432160678362
"S01000659",949,1128,179,0.158687943262411,0.177652419970883
"S01000660",902,1020,118,0.115686274509804,0.292458102420821
"S01000661",697,842,145,0.172209026128266,0.151079961674008
"S01000662",494,568,74,0.130281690140845,0.247620235401874
"S01000663",650,754,104,0.137931034482759,0.226683603446804
"S01000664",715,830,115,0.13855421686747,0.225050247167338
"S01000665",612,732,120,0.163934426229508,0.166879661774604
"S01000666",455,551,96,0.174228675136116,0.147434111894897
"S01000667",912,1061,149,0.140433553251649,0.220188455061865
"S01000668",844,989,145,0.146612740141557,0.204862066987639
"S01000669",712,870,158,0.181609195402299,0.134774400963906
"S01000670",496,601,105,0.174708818635607,0.146579098005395
"S01000671",551,679,128,0.188512518409426,0.123827825279155
"S01000672",586,705,119,0.168794326241135,0.157429091883886
"S01000673",680,824,144,0.174757281553398,0.146493046268849
"S01000674",859,1106,247,0.223327305605787,0.0798693902006758
"S01000675",671,758,87,0.114775725593668,0.295483439293368
"S01000676",446,552,106,0.192028985507246,0.11856535605286
"S01000677",710,921,211,0.229098805646037,0.0741288367696213
"S01000678",909,1077,168,0.155988857938719,0.183434829017307
"S01000679",628,861,233,0.27061556329849,0.0426152384491731
"S01000680",695,855,160,0.187134502923977,0.125946730690752
"S01000681",698,948,250,0.263713080168776,0.046824252478813
"S01000682",530,780,250,0.320512820512821,0.0209803471094036
"S01000683",471,604,133,0.220198675496689,0.0831456791526091
"S01000684",594,773,179,0.231565329883571,0.0717909186411971
"S01000685",751,924,173,0.187229437229437,0.125799715181613
"S01000686",634,828,194,0.234299516908213,0.0692770220803581
"S01000687",747,858,111,0.129370629370629,0.250226406850379
"S01000688",728,866,138,0.159353348729792,0.17625233244312
"S01000689",516,667,151,0.226386806596702,0.0767783327456905
"S01000690",751,859,108,0.125727590221187,0.260896186879984
"S01000691",725,825,100,0.121212121212121,0.274688564773928
"S01000692",639,904,265,0.293141592920354,0.0311404064553187
"S01000693",831,1030,199,0.193203883495146,0.116852495278343
"S01000694",663,769,106,0.137841352405722,0.226919535569201
"S01000695",691,803,112,0.13947696139477,0.222651190161725
"S01000696",659,810,151,0.18641975308642,0.127058568232962
"S01000697",436,531,95,0.178907721280603,0.139289917728825
"S01000698",586,695,109,0.156834532374101,0.181605130805866
"S01000699",593,719,126,0.175243393602225,0.145632407757747
"S01000700",828,930,102,0.109677419354839,0.312949226385742
"S01000701",873,990,117,0.118181818181818,0.284308923587771
"S01000702",501,564,63,0.111702127659574,0.305904748734651
"S01000703",691,811,120,0.147965474722565,0.201637791306068
"S01000704",734,983,249,0.253306205493388,0.0538797312533436
"S01000705",1043,1234,191,0.154781199351702,0.186076482296204
"S01000706",754,898,144,0.160356347438753,0.174160672104488
"S01000707",484,585,101,0.172649572649573,0.150277843966959
"S01000708",498,615,117,0.190243902439024,0.121211065765558
"S01000709",834,918,84,0.0915032679738562,0.383030797189634
"S01000710",952,1220,268,0.219672131147541,0.0837088117408655
"S01000711",571,656,85,0.129573170731707,0.249644894498684
"S01000712",530,655,125,0.190839694656489,0.120322181167466
"S01000713",789,886,97,0.109480812641084,0.313640987976134
"S01000714",779,896,117,0.130580357142857,0.246771204046409
"S01000715",589,739,150,0.20297699594046,0.103444776095638
"S01000716",527,716,189,0.263966480446927,0.0466633516239954
"S01000717",899,1083,184,0.169898430286242,0.155350391148393
"S01000718",904,1017,113,0.111111111111111,0.307946147657439
"S01000719",614,729,115,0.157750342935528,0.17964222613916
"S01000720",803,932,129,0.138412017167382,0.225422015890461
"S01000721",616,728,112,0.153846153846154,0.188145280374965
"S01000722",787,875,88,0.100571428571429,0.346470923269261
"S01000723",492,559,67,0.119856887298748,0.278954228373634
"S01000724",806,908,102,0.112334801762115,0.303732967204472
"S01000725",622,782,160,0.20460358056266,0.101352931897519
"S01000726",718,804,86,0.106965174129353,0.322614553454177
"S01000727",639,770,131,0.17012987012987,0.154917803193219
"S01000728",696,816,120,0.147058823529412,0.203793725481126
"S01000729",499,596,97,0.162751677852349,0.169255526788442
